Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE25008,"Drosophila brain gene expression between wildtype and miR-34 null flies","Expression profiling by array","Drosophila melanogaster",20,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25008/suppl",22343898,,"Bonini Nancy","Dec 23, 2011"
GSE25009,"Drosophila miR-34 mechanistically links aging and neurodegeneration","Expression profiling by array;Non-coding RNA profiling by array","Drosophila melanogaster",38,,"CEL;CHP;GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25009/suppl",22343898,,"Bonini Nancy","Dec 23, 2011"
GSE25764,"Multiorgan effects of IUGR caused by maternal protein depletion in rats (Placenta, Kidney, Heart, Lung, Liver)","Expression profiling by array","Rattus norvegicus",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25764/suppl",21731679,,"Daniel Vaiman","Dec 23, 2011"
GSE34674,"cDNA microarray of hepatocellular carcinoma and nontumor liver tissues","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34674/suppl",21316602;24360797,,"Meng Xia","Dec 23, 2011"
GSE34690,"Characterization of the the L. plantarum  capsular polysaccharide clusters","Expression profiling by array","Lactobacillus plantarum",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34690/suppl",,,"Michiel Wels","Dec 23, 2011"
GSE18125,"Epigenetic regulation of Bmp2 and Smad6 in Ras-induced senescence","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Mus musculus",10,,"BED;CEL;SRA Study","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18125/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByStudy/sra/SRP/SRP002/SRP002312",22072987,SRP002312,"Atsushi Kaneda","Dec 22, 2011"
GSE18431,"Gene expression profile of NR2E3 in MCF7 cells","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18431/suppl",22174013,,"Sangbae Kim","Dec 22, 2011"
GSE20597,"Gene expression profile of STAT3 in ovarian cancer cell (SKOV3ip1)","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20597/suppl",,,"Sangbae Kim","Dec 22, 2011"
GSE24469,"Cryptochromes mediate rhythmic repression of the glucocorticoid receptor","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24469/suppl",22170608,,"Ruth T Yu","Dec 22, 2011"
GSE26631,"Effect of biotin deficiency on gene expression in Aravbidopsis leaves","Expression profiling by array","Arabidopsis thaliana",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26631/suppl",22126457,,"Günter Brader","Dec 22, 2011"
GSE26721,"MYBPH, a novel transcriptional target of NKX2-1/TTF-1, inhibits ROCK1 and actomyosin assembly, and reduces cell motility and tumor metastasis","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26721/suppl",22085929,,"Takashi Takahashi","Dec 22, 2011"
GSE26857,"Gene Regulation by the Human Glucocorticoid Receptor Dimerization Domain Mutant dim4","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26857/suppl",22174376,,"NIEHS Microarray Core","Dec 22, 2011"
GSE27297,"Genome-wide gene expression profiling of fertilization competent mycelium in opposite mating types in the heterothallic fungus Podospora anserina.","Expression profiling by array","Podospora anserina",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27297/suppl",21738678;24558260,,"Frederique Bidard","Dec 22, 2011"
GSE28672,"Son Maintains Accurate Splicing of Pre-mRNAs Encoding Chromatin Modifiers","Expression profiling by array","Homo sapiens",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28672/suppl",22193954,,"Michael Markey","Dec 22, 2011"
GSE29431,"Identifying breast cancer biomarkers","Expression profiling by array","Homo sapiens",66,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29431/suppl",,,"Francisco Javier Lopez","Dec 22, 2011"
GSE30190,"Comparison of gene expression between Arx-transfected N2a cells and cells transfected by the corresponding empty vector","Expression profiling by array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30190/suppl",21966449,,"Gaelle Friocourt","Dec 22, 2011"
GSE30191,"ARX transcription factor implicated in mental retardation and epilepsy","Genome binding/occupancy profiling by genome tiling array;Expression profiling by array","Mus musculus",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30191/suppl",21966449,,"Gaelle Friocourt","Dec 22, 2011"
GSE30458,"Expression analysis of protein production in the filamentous fungus Trichoderma reesei (Hypocrea jecorina)","Expression profiling by array","Trichoderma reesei",9,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30458/suppl",22185473,,"Mikko Ilari Arvas","Dec 22, 2011"
GSE32120,"The little elongation complex (LEC) regulates small nuclear RNA transcription","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Drosophila melanogaster;Mus musculus",22,,"BED;CEL;SRA Study","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32120/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByStudy/sra/SRP/SRP008/SRP008264",22195968,SRP008264,"Alexander (Garrett) Garruss","Dec 22, 2011"
GSE33766,"Transcriptional targets of Trps1 in vibrissae","Expression profiling by array","Mus musculus",6,GDS4493,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33766/suppl",22115758,,"Katherine Fantauzzo","Dec 22, 2011"
GSE34416,"Differential gene expression in mice infected with distinct Toxoplasma gondii strains","Expression profiling by array","Mus musculus",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34416/suppl",22144491,,"Rachel Hill","Dec 22, 2011"
GSE34599,"In-transit extremity melanoma III","Expression profiling by array","Homo sapiens",21,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34599/suppl",,,"Christina Augustine","Dec 22, 2011"
GSE34602,"Expression data from 3 gamma-secretase or mock-treated mantle cell lymphoma (MCL) cell lines","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34602/suppl",22210878,,"Robert Kridel","Dec 22, 2011"
GSE34606,"Gene expression profiles in Arabidopsis plants during the treatment of AgNO3.","Expression profiling by array","Arabidopsis thaliana",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34606/suppl",,,"Hirohisa Saga","Dec 22, 2011"
GSE34635,"Defining a No Observable Transcriptional Effect Level (NOTEL) for low dose N-OH-PhIP exposures in human BEAS-2B bronchioepithelial cells","Expression profiling by array","Homo sapiens",29,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34635/suppl",,,"Qi Wang","Dec 22, 2011"
GSE22522,"Comparison of the transcriptome of K-LEC spheroids to control LEC spheroids","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22522/suppl",22177562,,"Paive Ojala","Dec 21, 2011"
GSE24036,"The effect of 2-AA on P. aeruginosa PA14 and its mutants","Expression profiling by array","Pseudomonas aeruginosa;Pseudomonas aeruginosa PA14",18,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24036/suppl",,,"Laurence G Rahme","Dec 21, 2011"
GSE24038,"topA mutant of P. aeruginosa PA14","Expression profiling by array","Pseudomonas aeruginosa;Pseudomonas aeruginosa PA14",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24038/suppl",,,"Laurence G Rahme","Dec 21, 2011"
GSE26977,"PhyK, PhyR, σT and σU regulons","Expression profiling by array","Caulobacter crescentus CB15;Caulobacter crescentus NA1000",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26977/suppl",21564331,,"Rogerio Lourenco","Dec 21, 2011"
GSE27379,"CD8+ T cell mediated lung inflammation","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27379/suppl",21518973,,"Robert Geffers","Dec 21, 2011"
GSE27503,"Microarray Analysis of Genes Regulated by Macrophage-Conditioned Media Treatment of Human Pre-Adipocytes","Expression profiling by array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27503/suppl",22079434,,"Fei Ling Lim","Dec 21, 2011"
GSE27859,"Inflammation switches the differentiation program of Ly6Chi monocytes from anti-inflammatory macrophages to inflammatory dendritic cells in the colon ","Expression profiling by array","Mus musculus",10,GDS4369,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27859/suppl",22231304,,"Dan Sturdevant","Dec 21, 2011"
GSE27962,"Expression data of Sham and post-MI myocardium from swine","Expression profiling by array","Sus scrofa",16,GDS4307,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27962/suppl",22057716,,"Diederik Kuster","Dec 21, 2011"
GSE28089,"IPH-926 human lobular breast cancer cells","Expression profiling by array","Homo sapiens",1,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28089/suppl",22118813,,"Robert Geffers","Dec 21, 2011"
GSE28780,"Trachealess (Trh) regulates all tracheal genes during Drosophila embryogenesis","Expression profiling by array","Drosophila melanogaster",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28780/suppl",21963537,,"Deborah J Andrew","Dec 21, 2011"
GSE29043,"MicroRNAs and their isomiRs function cooperatively to target common biological pathways (Illumina expression beadchip)","Expression profiling by array","Homo sapiens",14,,,,22208850,,"Nic Waddell","Dec 21, 2011"
GSE29101,"MicroRNAs and their isomiRs function cooperatively to target common biological pathways","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29101/suppl",22208850,,"Nic Waddell","Dec 21, 2011"
GSE29281,"Single Cell based genomewide gene expression analysis of murine bone-marrow derived Very Small Embryonic-Like Stem Cells (VSELs)","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29281/suppl",22023227,,"DONG-MYUNG SHIN","Dec 21, 2011"
GSE29859,"Expression data from hypervitaminosis A rat diaphyseal bone","Expression profiling by array","Rattus norvegicus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29859/suppl",22215263,,"Anders Isaksson","Dec 21, 2011"
GSE30417,"Gene expression changes in primary mouse fibroblasts in the absence of ASCIZ","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30417/suppl",22167198,,"Jörg Heierhorst","Dec 21, 2011"
GSE31333,"Elucidation and validation of new targets of the global regulator PdhR in Escherichia coli","Expression profiling by array","Escherichia coli;Escherichia coli CFT073;Escherichia coli O157:H7 str. EDL933;Escherichia coli O157:H7 str. Sakai;Escherichia coli str. K-12 substr. MG1655",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31333/suppl",22168595,,"Robert Geffers","Dec 21, 2011"
GSE31634,"Laboratory evolution of Jen1p-independent lactate transport in Saccharomyces cerevisiae: identification of ADY2 alleles by whole genome resequencing and mRNA expression analysis","Expression profiling by array","Saccharomyces cerevisiae",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31634/suppl",22257278,,"Jean-Marc Daran","Dec 21, 2011"
GSE31870,"Maintenance of Hormone Responsiveness in Luminal Breast Cancers by Suppression of Notch","Expression profiling by array","Homo sapiens",24,,,,21969591,,"Charles M. Perou","Dec 21, 2011"
GSE33861,"Gradient of the third maize leaf of a 14 day old plant","Expression profiling by array","Zea mays",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33861/suppl",22186372,,"Andrea Braeutigam","Dec 21, 2011"
GSE34577,"Routine use of microarray-based gene expression profiling to identify patients with low cytogenetic risk acute myeloid leukemia: accurate results can be obtained even with suboptimal samples (training samples)","Expression profiling by array","Homo sapiens",89,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34577/suppl",22289410,,"Philippe Guardiola","Dec 21, 2011"
GSE34578,"Dietary soyasaponin supplementation to pea protein concentrate reveals nutrigenomic interactions underlying enteropathy in Atlantic salmon","Expression profiling by array","Salmo salar",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34578/suppl",22748053,,"Aleksei Krasnov","Dec 21, 2011"
GSE34590,"The Enterococcus faecalis V583 transcriptional profile during survival within macrophages","Expression profiling by array","Bacillus anthracis;Bacteroides thetaiotaomicron VPI-5482;Enterococcus faecalis V583;Escherichia coli CFT073;Escherichia coli O157:H7 str. EDL933;Escherichia coli O157:H7 str. Sakai;Escherichia coli str. K-12 substr. MG1655;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",8,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34590/suppl",,,"Scott M Maddox","Dec 21, 2011"
GSE26283,"Human Mesenchymal Stem Cells Exploit the Immune Response Mediating Chemokines to Impact the Phenotype of Glioblastoma","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26283/suppl",22554389,,"Kristina Gruden","Dec 20, 2011"
GSE26700,"Expression data from Control and Yorkie overexpression  pupal eye discs","Expression profiling by array","Drosophila melanogaster",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26700/suppl",,,"Shubha Gururaja Rao","Dec 20, 2011"
GSE26865,"Gene expression profiling of primary acute lymphoblastic leukemia (ALL) cells","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26865/suppl",22173241,,"Jessica Nordlund","Dec 20, 2011"
GSE26878,"Digital gene and expression profiling of primary acute lymphoblastic leukemia (ALL) cells","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens",48,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26878/suppl",22173241,,"Jessica Nordlund","Dec 20, 2011"
