Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE72387,"mRNA Expression data from rats treated with ANIT or vehicle","Expression profiling by array","Rattus norvegicus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72387/suppl",,,"Alison Hege Harrill","Aug 26, 2015"
GSE72391,"Identification of Kctd15 target genes in Xenopus animal caps injected with wnt3a and chordin","Expression profiling by array","Xenopus laevis",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72391/suppl",,,"Igor Dawid","Aug 26, 2015"
GSE55957,"Expression profile of ZOS and ZOSM osteosarcoma cell lines","Expression profiling by array","Homo sapiens",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55957/suppl",25822025,,"Jinchang Lu","Aug 25, 2015"
GSE55958,"Expression profiling of 143B-shCtrl and 143B-shIRX1 stable osteosarcoma cell lines","Expression profiling by array","Homo sapiens",6,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55958/suppl",25822025,,"Jinchang Lu","Aug 25, 2015"
GSE56255,"Epigenetic screen of  metastasis-driving genes in osteosarcoma","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",10,,"CEL;GFF;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56255/suppl",25822025,,"Jinchang Lu","Aug 25, 2015"
GSE56488,"Gene expression in human pediatric T-acute lymphoblastic leukemia (T-ALL) diagnostic samples","Expression profiling by array","Homo sapiens",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56488/suppl",,,"Florent Dumont","Aug 25, 2015"
GSE61113,"Surface Topography Enhances Differentiation of Mesenchymal Stem Cells Towards Osteogenic and Adipogenic Lineages","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61113/suppl",26026844,,"Wolfgang Wagner","Aug 25, 2015"
GSE64227,"Re-establishment of desiccation tolerance by PEG in germinated Arabidopsis thaliana seeds","Expression profiling by array","Arabidopsis thaliana",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64227/suppl",25809152,,"Maria Cecilia Costa","Aug 25, 2015"
GSE66064,"Comparative gene expression analyses identify luminal and basal subtypes of canine invasive urothelial carcinoma that mimic patterns in human invasive bladder cancer","Expression profiling by array","Canis lupus familiaris",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66064/suppl",,,"Deborah Knapp","Aug 25, 2015"
GSE66670,"Expression data comparing OTX2-overexpressing human neural precursors to human neural precursor cells","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66670/suppl",,,"Tamra Werbowetski-Ogilvie","Aug 25, 2015"
GSE66671,"Expression data comparing transformed or neoplastic human neural precursors following OTX2 knockdown to transformed  human neural precursor cells","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66671/suppl",,,"Tamra Werbowetski-Ogilvie","Aug 25, 2015"
GSE67190,"Linking transcriptional responses to organismal tolerance reveals mechanisms of thermal sensitivity in a mesothermal endangered fish","Expression profiling by array","Hypomesus transpacificus",49,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67190/suppl",,,"Lisa Komoroske","Aug 25, 2015"
GSE69804,"Gene expression analysis of WT, HBZ-Tg, IFNgKO, and HBZ-Tg/IFNg KO mice.","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69804/suppl",,,"Yu Mitagami","Aug 25, 2015"
GSE71404,"Expression array analysis of the hepatocyte growth factor (HGF) invasive program","Expression profiling by array","Homo sapiens",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71404/suppl",26231668,,"Donald P Bottaro","Aug 25, 2015"
GSE71420,"Cohesin recruits the Esco1 acetyltransferase genomewide to repress transcription and promote cohesion in somatic cells","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71420/suppl",,,"Jeffrey Zhao","Aug 25, 2015"
GSE71515,"Genome-Wide Expression Profiling of Human Colonic Epithelial Cell Model Co-challenged with Single, Multi-strain Probiotics and Pro-inflammatory Stimulus, poly (I:C)","Expression profiling by array","Homo sapiens",28,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71515/suppl",,,"Thomas Allan Tompkins","Aug 25, 2015"
GSE72269,"Differentially Expressed LncRNAs Might be Controlling Signaling Pathways by Establishing Interactions with mRNAs and MicroRNAs in Pediatric Astrocytoma","Expression profiling by array","Homo sapiens",18,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72269/suppl",,,"Ruth Ruiz-Esparza","Aug 25, 2015"
GSE72301,"Expression data of CNS T cells during EAE","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72301/suppl",,,"Shinji Oki","Aug 25, 2015"
GSE72333,"Remodeling of major genomic fabrics and their interplay in Capridine-treated DU145 classic human prostate cancer","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72333/suppl",,,"Dumitru Andrei Iacobas","Aug 25, 2015"
GSE72335,"Expression data from mouse liver","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72335/suppl",,,"Thomas Michler","Aug 25, 2015"
GSE58446,"Expression data from mouse colon dendritic cell subsets","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58446/suppl",26174764,,"jinmiao chen","Aug 24, 2015"
GSE60048,"Expression data from Brakeless mutant Drosophila embryos","Expression profiling by array","Drosophila melanogaster",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60048/suppl",26260775,,"Mattias Mannervik","Aug 24, 2015"
GSE61726,"Stationary phase stimulon and CspC regulon","Expression profiling by array","Caulobacter crescentus CB15;Caulobacter crescentus NA1000",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61726/suppl",,,"Juliana da Silva Santos","Aug 24, 2015"
GSE67639,"Integrating tumor and stromal gene expression signatures with clinical indices for survival stratification of early-stage non-small cell lung cancer","Third-party reanalysis;Expression profiling by array","Homo sapiens",0,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67639/suppl",26286589,,"Andrew Gentles","Aug 24, 2015"
GSE70476,"Cell-specific gene expression patterns in TB patients and household contacts","Expression profiling by array","Homo sapiens",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70476/suppl",,,"January 3rd Weiner","Aug 24, 2015"
GSE72292,"The immunomodulatory effects of soluble receptor of activated nuclear factor kappa ligand (sRANKL) on monocyte-derived macrophages","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72292/suppl",,,"Masayuki Asano","Aug 24, 2015"
GSE72304,"Remodeling of major genomic fabrics and their interplay in metastatic clear cell renal carcinoma","Expression profiling by array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72304/suppl",,,"Dumitru Andrei Iacobas","Aug 24, 2015"
GSE69924,"Direct reprogramming of mouse fibroblasts into cardiomyocytes with chemical cocktails","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69924/suppl",26292833,,"Yanbin Fu","Aug 23, 2015"
GSE58813,"Dickkopf 3 Promotes the Differentiation of Substantia Nigra Dopaminergic Neurons In Vivo and from Pluripotent Stem Cells In Vitro","Expression profiling by array","Mus musculus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58813/suppl",,,"Johannes Beckers","Aug 22, 2015"
GSE63299,"Colon gene expression signatures in mice mono-associated with IBD-associated micro-organisms","Expression profiling by array","Mus musculus",46,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63299/suppl",26218241,,"Thomas Walter Hoffmann","Aug 22, 2015"
GSE70478,"Epigenetics and Proteomics Join Transcriptomics in the Quest for Tuberculosis Biomarkers","Non-coding RNA profiling by array;Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",102,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70478/suppl",,,"January 3rd Weiner","Aug 22, 2015"
GSE70509,"Toxicogenomic responses of Caenorhabditis elegans exposed to  sulfidized silver nanoparticles","Expression profiling by array","Caenorhabditis elegans",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70509/suppl",,,"Daniel L Starnes","Aug 22, 2015"
GSE72258,"Microarray data for Rheumatoid arthritis synovial fibroblast (RASF) after C5orf30 and HDAC1 knockdown","Expression profiling by array","Homo sapiens",12,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72258/suppl",,,"Munitta Muthana","Aug 22, 2015"
GSE60601,"Gene expression data from CD14++ CD16- classical monocytes from healthy volunteers and patients with pancreatic ductal adenocarcinoma","Expression profiling by array","Homo sapiens",12,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60601/suppl",,,"Jenny Cook","Aug 21, 2015"
GSE65783,"Expression data from intact and ventilation-preconditioned murine lungs","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65783/suppl",,,"Guillermo M Albaiceta","Aug 21, 2015"
GSE72231,"Preadult life history variation determines adult transcriptome expression","Expression profiling by array","Drosophila mojavensis",137,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72231/suppl",,,"Allen G. Gibbs","Aug 21, 2015"
GSE72240,"Expression data from fetal sheep immunocytes","Expression profiling by array","Ovis aries",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72240/suppl",,,"Tim Molloy","Aug 21, 2015"
GSE72248,"Expression data from the aortas of ApoE knockout, ApoE/Caspase-1 double knockout, and wild-type mice","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72248/suppl",,,"Xiao-Feng Yang","Aug 21, 2015"
GSE72261,"Analysis of the IRE1/XBP1 unfolded protein response (UPR) pathway in Schmid metaphyseal chondrodysplasia hypertrophic chondrocyte endoplasmic reticulum (ER) stress","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72261/suppl",,,"Trevor L Cameron","Aug 21, 2015"
GSE72262,"Intra-subject correlation of brain and blood gene expression in a mouse model of depression","Expression profiling by array","Mus musculus",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72262/suppl",,,"Shigeo Miyata","Aug 21, 2015"
GSE55276,"Temporal Response to seasonal and pandemic H1N1 infection in human DCs- Donor 1","Expression profiling by array","Homo sapiens",120,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55276/suppl",,,"Hailong Meng","Aug 20, 2015"
GSE55277,"Temporal Response to seasonal and pandemic H1N1 infection in human DCs - Donor2","Expression profiling by array","Homo sapiens",120,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55277/suppl",,,"Hailong Meng","Aug 20, 2015"
GSE55278,"Temporal Response to seasonal and pandemic H1N1 infection in human DCs","Expression profiling by array","Homo sapiens",240,,,,,,"Hailong Meng","Aug 20, 2015"
GSE59344,"Transcriptome imposed by Notch ligands (Jag1 or Dll4) on ckit+ and ckit- cells from E11.5 AGM","Expression profiling by array","Mus musculus",17,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59344/suppl",,,"Anna Bigas","Aug 20, 2015"
GSE60797,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 1)","Expression profiling by array","Mus musculus",70,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60797/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60798,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 2)","Expression profiling by array","Mus musculus",69,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60798/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60799,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 3)","Expression profiling by array","Mus musculus",69,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60799/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60800,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response (part 4)","Expression profiling by array","Mus musculus",70,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60800/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE60801,"Transcriptional profiling to identify physical-chemical properties detrimental to nanomaterial-induced pulmonary response","Expression profiling by array","Mus musculus",278,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60801/suppl",,,"Andrew Williams","Aug 20, 2015"
GSE64885,"Identification of a novel cofactor, SH3YL1, that functions through interaction with the androgen receptor N-terminal polyproline domain","Expression profiling by array","Homo sapiens",36,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64885/suppl",,,"Jeffrey Chang","Aug 20, 2015"
GSE68752,"Transcriptome analysis of Streptococcus gordonii strain Challis DL1 indicates a role for the biofilm-associated fruRBA operon in response to Candida albicans hyphae formation","Expression profiling by array","Streptococcus gordonii",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68752/suppl",26280461,,"M M Vickerman","Aug 20, 2015"
GSE70940,"Gene expression analyses of SMAD4 knockdown in pancreatic cell line","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70940/suppl",26284758,,"Chad Creighton","Aug 20, 2015"
GSE72181,"Differential Gene Expression Profiles of PASMCs Induced by Quercetin under Hypoxia","Expression profiling by array","Rattus norvegicus",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72181/suppl",,,"he yuan zhou","Aug 20, 2015"
GSE72200,"Arid1a is essential for endometrial function during early pregnancy","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72200/suppl",,,"Jae-Wook Jeong","Aug 20, 2015"
GSE72212,"Differential role of IL-23 and IL-17 in intestinal regulation","Expression profiling by array","Mus musculus",42,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72212/suppl",,,"Antony Symons","Aug 20, 2015"
GSE72217,"Expression data from The human glioblastoma cell culture resource: validated cell models representing all molecular subtypes (exon)","Expression profiling by array","Homo sapiens",47,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72217/suppl",,,"Sven Nelander","Aug 20, 2015"
GSE72218,"Expression data from The human glioblastoma cell culture resource: validated cell models representing all molecular subtypes (transcript)","Expression profiling by array","Homo sapiens",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72218/suppl",,,"Sven Nelander","Aug 20, 2015"
GSE72219,"The human glioblastoma cell culture resource","Expression profiling by array;Genome variation profiling by SNP array","Homo sapiens",110,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72219/suppl",,,"Sven Nelander","Aug 20, 2015"
GSE36136,"Expression profiling of the E10.5 cardiac conduction system using MinKGFP BAC transgenic mice","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36136/suppl",,,"David Arnolds","Aug 19, 2015"
GSE58666,"S coelicolor ∆argR vs S. coelicolor M145","Expression profiling by array","Streptomyces coelicolor;Streptomyces coelicolor A3(2)",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58666/suppl",,,"Alma María Botas","Aug 19, 2015"
GSE70775,"Transcriptomic analysis of wild-type, spn-E and aub mutant 0-2h- and 2-4h-embryos","Expression profiling by array","Drosophila melanogaster",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70775/suppl",26257181,,"Simonelig Martine","Aug 19, 2015"
GSE70778,"Aubergine iCLIP and expression","Other;Non-coding RNA profiling by high throughput sequencing;Expression profiling by array","Drosophila melanogaster",45,,"BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70778/suppl",26257181,,"Simonelig Martine","Aug 19, 2015"
GSE72140,"Transcriptional profiling shows altered expression of wnt pathway- and lipid metabolism-related genes as well as melanogenesis-related genes in melasma.","Expression profiling by array","Homo sapiens",48,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72140/suppl",,,"CORINNE MENIGOT","Aug 19, 2015"
GSE72158,"Adipose tissue remodeling during drastic weight loss","Expression profiling by array","Homo sapiens",84,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72158/suppl",,,"veronique PELLOUX","Aug 19, 2015"
GSE72174,"Expression data from bone marrow-derived dendritic cells cultured in media containing different osmolaric conditions.","Expression profiling by array","Mus musculus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72174/suppl",,,"Zoran Popovic","Aug 19, 2015"
GSE72176,"Transcriptome analysis of Spinocerebellar Ataxia 17  Aug","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72176/suppl",,,"Grace K Pavlath","Aug 19, 2015"
GSE48496,"Genome wide expression analysis of mouse xenograft tissues derived from urothelial cancer cell UM-UC3 orthotopic recycling","Expression profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48496/suppl",,,"Tiewei Cheng","Aug 18, 2015"
GSE69795,"a phase 2 trial of DDMVAC and bevacizumab in urothelial cancer","Expression profiling by array","Homo sapiens",61,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69795/suppl",,,"Woonyoung Choi","Aug 18, 2015"
GSE70479,"Effects on gene expression of nuclear export inhibitor in control and TP53-knockdown cell line of mantle cell lymphoma","Expression profiling by array","Homo sapiens",12,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70479/suppl",,,"Wencai Ma","Aug 18, 2015"
GSE70691,"MVAC treated tumors","Expression profiling by array","Homo sapiens",49,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70691/suppl",,,"Woonyoung Choi","Aug 18, 2015"
GSE72114,"Reversion of FMR1 methylation and silencing by editing the triplet repeats in Fragile-X iPSC-derived neurons","Expression profiling by array","Homo sapiens",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72114/suppl",,,"Nissim Benvenisty","Aug 18, 2015"
GSE72135,"Expression data from hyperoxaluric rats","Expression profiling by array","Rattus norvegicus;synthetic construct",6,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72135/suppl",,,"Jiang Hongyang","Aug 18, 2015"
GSE46181,"Genes involved in plucking induced hair regeneration","Expression profiling by array","Mus musculus",8,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46181/suppl",25860610,,"chihchiang chen","Aug 17, 2015"
