Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE42750,"Expression data from alveolar rhabdomyosarcoma cell lines","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42750/suppl",,,"Beat W Schafer","Dec 06, 2012"
GSE42753,"Microarray gene expression profiling of transgenic mice with myocardium-specific expression of RKIP or a GRK-specific peptide inhibitor","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42753/suppl",23362259,,"Ursula Quitterer","Dec 06, 2012"
GSE42758,"Expression data from wild type and ttk^twk mutant whole ovaries","Expression profiling by array","Drosophila melanogaster",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42758/suppl",23545328,,"Nathaniel Peters","Dec 06, 2012"
GSE42771,"Microarray gene expression profiling of kinase-dependent and kinase-independent effects of GRK2","Expression profiling by array","Homo sapiens",12,GDS4544,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42771/suppl",23362259,,"Ursula Quitterer","Dec 06, 2012"
GSE42779,"Effects of ploidy and sex-locus genotype on gene expression patterns in the fire ant Solenopsis invicta [1d]","Expression profiling by array","Solenopsis invicta",30,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42779/suppl",23334415;25355475,,"Mingkwan Nipitwattanaphon","Dec 06, 2012"
GSE42785,"Effects of ploidy and sex-locus genotype on gene expression patterns in the fire ant Solenopsis invicta [11d]","Expression profiling by array","Solenopsis invicta",30,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42785/suppl",23334415;25355475,,"Mingkwan Nipitwattanaphon","Dec 06, 2012"
GSE42786,"Effects of ploidy and sex-locus genotype on gene expression patterns in the fire ant Solenopsis invicta","Expression profiling by array","Solenopsis invicta",90,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42786/suppl",23334415;25355475,,"Mingkwan Nipitwattanaphon","Dec 06, 2012"
GSE26172,"Expression data from silkworm posterior silk glands at the late larval stages","Expression profiling by array","Bombyx mori",15,,"LSR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26172/suppl",21657221,,"Bo-xiong Zhong","Dec 05, 2012"
GSE29059,"Gene expression changes upon the mutation of individual residues of histone H3 and H4","Expression profiling by array","Saccharomyces cerevisiae",127,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29059/suppl",,,"Inkyung Jung","Dec 05, 2012"
GSE29064,"Structural mapping of regulatory function of histone H3 and H4 residues","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Saccharomyces cerevisiae",135,,"BED;PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29064/suppl",,,"Inkyung Jung","Dec 05, 2012"
GSE32295,"Gene expression data from the 786-O renal cell carcinoma cell line and its metastatic derivatives.","Expression profiling by array","Homo sapiens",7,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32295/suppl",23223005,,"Sakari Vanharanta","Dec 05, 2012"
GSE32297,"Gene expression changes in response to VHL-reintroduction in metastatic 786-M1A cells.","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32297/suppl",23223005,,"Sakari Vanharanta","Dec 05, 2012"
GSE32298,"Gene expression changes in 786-O cells in response to 5DC treatment.","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32298/suppl",23223005,,"Sakari Vanharanta","Dec 05, 2012"
GSE32299,"Epigenetic expansion of VHL-HIF signal output drives multiorgan metastasis in renal cancer","Expression profiling by array","Homo sapiens",26,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32299/suppl",23223005,,"Sakari Vanharanta","Dec 05, 2012"
GSE33977,"Seasonal differences in expression patterns of LMPC-enriched poplar wood rays","Expression profiling by array","Populus sp.;Populus tremula x Populus alba",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33977/suppl",22992511,,"Peter Ache","Dec 05, 2012"
GSE35206,"Specific transcriptional response of four blockers of estrogen receptors on estradiol-modulated genes in the mouse mammary gland","Expression profiling by array","Mus musculus",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35206/suppl",22678160,,"Ezequiel L Calvo","Dec 05, 2012"
GSE35417,"Gene expression changes in 786-O cells in response to SUZ12 knockdown.","Expression profiling by array","Homo sapiens",7,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35417/suppl",23223005,,"Sakari Vanharanta","Dec 05, 2012"
GSE36826,"Neutrophil-derived IL-1β is sufficient for abscess formation in immunity against Staphylococcus aureus in mice","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36826/suppl",23209417,,"Lloyd Miller","Dec 05, 2012"
GSE37011,"HF liver: Control vs. Plin2-ASO treated","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37011/suppl",23012396,,"yumi imai","Dec 05, 2012"
GSE38489,"Gene expression profiling in senescence leaves from senescence-inducible LEC2 in Arabidopsis","Expression profiling by array","Arabidopsis thaliana",9,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38489/suppl",,,"Yeon-Ki Kim","Dec 05, 2012"
GSE38762,"Gene Expression Profiling In Murine Retina Neovascularization Models","Expression profiling by array","Mus musculus",15,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38762/suppl",23592914,,"Yiqiang Wang","Dec 05, 2012"
GSE40493,"Bcl6-deficient regulatory T cells","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40493/suppl",23053511,,"Alexander Dent","Dec 05, 2012"
GSE40542,"Proviral integration site for Moloney murine leukemia virus (PIM) kinases promote human T helper 1 cell differentiation","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40542/suppl",23209281,,"Kartiek Kanduri","Dec 05, 2012"
GSE42084,"Analysis of Unique and Overlapping Patterns of Gene Expression After Treatment of Zebrafish Embryos with Estradiol and/or Dioxin","Expression profiling by array","Danio rerio",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42084/suppl",,,"Adam Gower","Dec 05, 2012"
GSE42613,"A microRNA network regulates proliferative timing and extracellular matrix synthesis during cellular quiescence in fibroblasts [mRNA]","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42613/suppl",23259597,,"Eric Jungwoo Suh","Dec 05, 2012"
GSE42614,"A microRNA network regulates proliferative timing and extracellular matrix synthesis during cellular quiescence in fibroblasts","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",22,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42614/suppl",23259597,,"Eric Jungwoo Suh","Dec 05, 2012"
GSE42685,"Bartonella quintana: growth phase and temperature response","Expression profiling by array","Bartonella quintana",12,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42685/suppl",,,"Christopher S Nelson","Dec 05, 2012"
GSE42687,"Genes array from human mesenchymal stem cells (hMSCs) with knockdown EZH2","Expression profiling by array","Homo sapiens",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42687/suppl",23526793,,"chanshiou Wu","Dec 05, 2012"
GSE42703,"Expression data from C. elegans in the presence or absence of copper sulfate","Expression profiling by array","Caenorhabditis elegans",4,GDS4568,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42703/suppl",23437011,,"Ayuna Hattori","Dec 05, 2012"
GSE42712,"Gene expression profiles of renin producing cells in the adult kidney (captopril treated animals) isolated from Renin-YFP transgenic mice using FACS (GUDMAP Series ID:46).","Expression profiling by array","Mus musculus",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42712/suppl",,,"GUDMAP Developers","Dec 05, 2012"
GSE42713,"Gene expression profiles of E11.5 metanephric mesenchyme and Adult Juxtaglomerular Complex cells or renal cortex from the kidneys of Crym-GFP or Ren1c-YFP transgenic mice using FACS or single-cell isolation techniques (GUDMAP Series ID:47).","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42713/suppl",,,"GUDMAP Developers","Dec 05, 2012"
GSE42727,"Development of distinct gene expression signature in neurons from different regions of the brain","Expression profiling by array","Mus musculus",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42727/suppl",23455712,,"Michael Katze","Dec 05, 2012"
GSE42729,"Expression analysis of Tim-3 knockdown RAW264.7 cell","Expression profiling by array","Mus musculus",6,,"CALLS;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42729/suppl",23365080,,"Gencheng HAN","Dec 05, 2012"
GSE42736,"Effect of synbindin on the gene expression profile of gastric cancer cells","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42736/suppl",24104608,,"Jie Xu","Dec 05, 2012"
GSE42743,"Oral Cavity Cancer Compared to Adjacent ""Normal"" Tissue [Validation Set]","Expression profiling by array","Homo sapiens",103,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42743/suppl",23319825,,"Floyd Christopher Holsinger, MD, FACS","Dec 05, 2012"
GSE20613,"The Sp100 component of ND10/PML bodies is a potent tumor suppressor","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20613/suppl",21118961,,"Louise C Showe","Dec 04, 2012"
GSE31726,"Expression analysis of G9C8 clone and NOD.G9C8 tg CTLs","Expression profiling by array","Mus musculus",5,GDS4398,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31726/suppl",22773667,,"Alexander Chervonsky","Dec 04, 2012"
GSE32112,"Gene expression data from muscle sample of pig commercial herd Pix(DLxDE).","Expression profiling by array","Sus scrofa",207,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32112/suppl",22904034,,"Klaus Wimmers","Dec 04, 2012"
GSE33135,"Gene expression profile after dexamethasone in chronic lymphocytic leukemia cells according to IGHV/ZAP-70 status","Expression profiling by array","Homo sapiens",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33135/suppl",22966019,,"Maria Joao Baptista","Dec 04, 2012"
GSE37693,"Gene Expression Effects of IL-13 on Primary Human Airway Epithelial Cells","Expression profiling by array","Homo sapiens",8,GDS4981,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37693/suppl",23187130,,"Anand Champak Patel","Dec 04, 2012"
GSE39869,"A link between host plant adaptation and pesticide resistance in the polyphagous spider mite Tetranychus urticae","Expression profiling by array","Tetranychus urticae",23,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39869/suppl",23248300,,"Wannes Dermauw","Dec 04, 2012"
GSE42473,"PGC-1 alpha isoforms and muscle hypertrophy","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42473/suppl",23217713,,"Bruce Spiegelman","Dec 04, 2012"
GSE42682,"Repression of genes for stimulators of glycolysis","Expression profiling by array","Homo sapiens",6,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42682/suppl",23840896,,"Ram Ajore","Dec 04, 2012"
GSE42688,"Gene expression analysis of male and female embryonic day 14 genital tubercle (GUDMAP Series ID: 45).","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42688/suppl",,,"GUDMAP Developers","Dec 04, 2012"
GSE42693,"Comparative study of sesame lignans affecting gene expression profile and fatty acid oxidation in rat liver","Expression profiling by array","Rattus norvegicus",20,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42693/suppl",19352061,,"Takashi Ide","Dec 04, 2012"
GSE42694,"Quiescent innate response to infective filariae by human Langerhans’ cells suggests a strategy of immune evasion","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42694/suppl",23429540,,"Roshanak T Semnani","Dec 04, 2012"
GSE42702,"Stress response in the yajL (DJ-1 homolog) mutant of Escherichia coli","Expression profiling by array","Escherichia coli",4,,,,23292772,,"gilbert richarme","Dec 04, 2012"
GSE20494,"Functional characterization of Arabidopsis WRKY15 overexpressor plants","Expression profiling by array","Arabidopsis thaliana",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20494/suppl",23169634,,"Wouter Van Delm","Dec 03, 2012"
GSE30248,"Expression analysis of eu-miR-155 transgenic mice B-cells.","Expression profiling by array","Mus musculus",7,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30248/suppl",23169640,,"Sukhinder Sandhu","Dec 03, 2012"
GSE32015,"Expression data from inducible ES stable cell lines","Expression profiling by array","Mus musculus",51,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32015/suppl",23180766,,"Rossella De Cegli","Dec 03, 2012"
GSE34161,"Pig adipose tissue: comparison between Basque and Large White breeds","Expression profiling by array","Sus scrofa",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34161/suppl",23012395,,"marie damon","Dec 03, 2012"
GSE35330,"Cellular senescence reprograms human NK cells to promote vascular remodeling","Expression profiling by array","Homo sapiens",24,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35330/suppl",23184984,,"Dan Sturdevant","Dec 03, 2012"
GSE35850,"Leukocyte gene expression in rhesus macaques reared under different conditions","Expression profiling by array","Macaca mulatta",13,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35850/suppl",23184974,,"Steve Cole","Dec 03, 2012"
GSE36040,"Diurnal and circadian gene expression profile of leaf throughout the entire growth of rice in the field","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",225,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36040/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE36042,"Continuous gene expression profile of leaf at nighttime throughout the entire growth of rice in the field","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",34,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36042/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE36043,"Leaf gene expression profile of rice during sunrise","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36043/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE36044,"Leaf gene expression profile of rice during sunset","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",19,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36044/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE37903,"Expression data from AK4 overexpression in CL1-0 lung cancer cell line and AK4 knockdown in CL1-5 lung cancer cell line","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37903/suppl",23002211,,"Michael Hsiao","Dec 03, 2012"
GSE38475,"Transcriptome of dehydrated vs hydrated Salmonella cells","Expression profiling by array","Salmonella enterica;Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",4,,,,22941081,,"Michael McClelland","Dec 03, 2012"
GSE39423,"Diurnal and circadian gene expression profile of root throughout the entire growth of rice in the field","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",50,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39423/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE39424,"Continuous gene expression profile of root at daytime throughout the entire growth of rice in the field","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39424/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE39425,"Continuous gene expression profile of root at nighttime throughout the entire growth of rice in the field","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39425/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE39426,"Gene expression profile of inflorescence at early developmental stage","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39426/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE39427,"Grain gene expression profile at early developmental stage","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",34,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39427/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE39429,"Rice global gene expression profile in response to plant hormones","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",143,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39429/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE39432,"Embryo and endosperm gene expression profile at ripening stage","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39432/suppl",23180765;23180784,,"Yutaka Sato","Dec 03, 2012"
GSE40645,"Vastus lateralis muscle aging","Expression profiling by array","Homo sapiens",29,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40645/suppl",24524210,,"Marius Gheorghe","Dec 03, 2012"
GSE42672,"Conversion of human fibroblast to endothelial cell by defined factors","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42672/suppl",23520160,,"jun li","Dec 03, 2012"
GSE42678,"Human epidermal neural crest stem cells (hEPI-NCSC) - expanded versus pre-differentiated into neural stem cell-like cells","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42678/suppl",24399192,,"Maya Sieber-Blum","Dec 03, 2012"
GSE42681,"Regulating the angiogenic balance in tissues","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42681/suppl",18642446,,"Eric Jungwoo Suh","Dec 03, 2012"
