Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE14973,"Antileukemic activity of valproic acid in chronic lymphocytic leukemia cells defined by microarray analysis","Expression profiling by array","Homo sapiens",28,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14973/suppl",19710697,,"Basile Stamatopoulos","Aug 24, 2009"
GSE15236,"Expression profiling of the Arabidopsis Mediator complex mutant pft1/med25 and wildtype infected with Fusarium oxysporum","Expression profiling by array","Arabidopsis thaliana",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15236/suppl",19671879,,"Brendan Kidd","Aug 24, 2009"
GSE15482,"The effect of PPARa siRNA on endothelial cells treated with fenofibrate","Expression profiling by array","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15482/suppl",19357976,,"D. Stephen Charnock-Jones","Aug 24, 2009"
GSE15483,"The effect of fenofibrate on endothelial cells","Expression profiling by array","Homo sapiens",19,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15483/suppl",19357976,,"D. Stephen Charnock-Jones","Aug 24, 2009"
GSE15494,"Human umbilical vein endothelial cells (HUVECs) treated with fenofibrate","Expression profiling by array","Homo sapiens",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15494/suppl",19357976,,"D. Stephen Charnock-Jones","Aug 24, 2009"
GSE17385,"Gene expression profiling from MM1.S cells with control or beta-catenin knockdown.","Expression profiling by array","Homo sapiens",6,GDS3578,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17385/suppl",19652203,,"Daniel Ruben Carrasco","Aug 24, 2009"
GSE17484,"Transcriptome analysis of germinating maize kernels exposed to smoke-water and the active compound KAR1","Expression profiling by array","Zea mays",68,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17484/suppl",21044315,,"Endre Sebestyen","Aug 24, 2009"
GSE17778,"ENCODE Tier2 cell phenotyping study","Expression profiling by array","Homo sapiens",26,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17778/suppl",22955617,,"Sridar Chittur","Aug 24, 2009"
GSE15444,"Microarray analysis of stalk-eyed fly lines selected for divergent eyespan","Expression profiling by array","Teleopsis dalmanni",8,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15444/suppl",19656405,,"Gerald S Wilkinson","Aug 22, 2009"
GSE17731,"Selective boosting of transcriptional and behavioral responses to drugs of abuse by histone deacetylase inhibition","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17731/suppl",19727068,,"jose p lopez","Aug 22, 2009"
GSE12806,"Inhibition of Chlamydia pneumoniae Replication in Human Dendritic cells by TNF-alpha-Induced Indoleamine 2,3-Dioxygenase","Expression profiling by array","Homo sapiens",4,GDS3573,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12806/suppl",19643200,,"Robert Geffers","Aug 21, 2009"
GSE13382,"Distinct roles of FOXA2 and FOXA3 in allergic airway disease","Expression profiling by array","Mus musculus",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13382/suppl",,,"Andrea J Barczak","Aug 21, 2009"
GSE15043,"Gene expression profiles of Herceptin-resistant breast cancer cells","Expression profiling by array","Homo sapiens",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15043/suppl",19593441,,"Xiwei Wu","Aug 21, 2009"
GSE15301,"Identification of brain transcriptional variability reproduced in peripheral blood: an approach for mapping brain eQTLs","Expression profiling by array","Chlorocebus sabaeus;Homo sapiens",490,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15301/suppl",19692348,,"Anna J Jasinska","Aug 21, 2009"
GSE15913,"Thalidomide Exerts Distinct Molecular Antileukemic Effects","Expression profiling by array","Homo sapiens",40,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15913/suppl",19440214,,"Lars Bullinger","Aug 21, 2009"
GSE17032,"Expression data from human fibroblasts","Expression profiling by array","Homo sapiens",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17032/suppl",19727395,,"Ben S. Wittner","Aug 21, 2009"
GSE17743,"Gene expression profiles differentiating gastrointestinal stromal tumours according to KIT mutations and expression","Expression profiling by array","Homo sapiens",29,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17743/suppl",19943934,,"Krzysztof Goryca","Aug 21, 2009"
GSE13319,"Comparison of Human and Rat Uterine Leiomyoma: Identification of a Dysregulated mTOR Pathway","Expression profiling by array","Homo sapiens;Rattus norvegicus",106,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13319/suppl",19622772,,"Scott Jelinsky","Aug 20, 2009"
GSE15059,"The transcriptomic response of E. coli to triclosan exposure","Expression profiling by array","Escherichia coli",3,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15059/suppl",19759044,,"Chrystala Constantinidou","Aug 20, 2009"
GSE15269,"Genes responsive to the addition of spermidine or spermine to a polyamine-deficient Saccharomyces cerevisiae mutant","Expression profiling by array","Saccharomyces cerevisiae",13,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15269/suppl",19688718,,"WeiPing Chen","Aug 20, 2009"
GSE15332,"Proteomics and transcriptomics analysis of rat retinal ganglion cells exposed to chronic ocular hypertension.","Expression profiling by array","Rattus norvegicus",8,,,,,,"Dmitry Ivanov","Aug 20, 2009"
GSE15465,"The regulation of reserve carbohydrate metabolism in S cerevisiae in response to nutrient availability","Expression profiling by array","Saccharomyces cerevisiae",21,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15465/suppl",19734328,,"Jean-Marc Daran","Aug 20, 2009"
GSE15735,"Genome-wide mapping of HATs and HDACs in human CD4+ T cells","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",41,,"BED;CEL;CHP;TXT;XLS;ZIP;SRA Study","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15735/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByStudy/sra/SRP/SRP002/SRP002112",19698979,SRP002112,"Chongzhi Zang","Aug 20, 2009"
GSE17215,"Expression data from paclitaxel and salinomycin-treated HMLER breast cancer cells","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17215/suppl",19682730,,"Piyush B. Gupta","Aug 20, 2009"
GSE17509,"Reduced levels of protein tyrosine phosphatase CD45 protect mice from the lethal effects of Ebola virus infection","Expression profiling by array","Mus musculus",57,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17509/suppl",19683682,,"Brian D. Peyser","Aug 20, 2009"
GSE17708,"Time Course of TGF-beta treatment of A549 lung adenocarcinoma cell line","Expression profiling by array","Homo sapiens",26,GDS3710,"CEL;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17708/suppl",20007254,,"Rork Kuick","Aug 20, 2009"
GSE17718,"Expression data from CD4-positive HTLV-positive cell lines and from CD4-positive HTLV-negative primary cells.","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17718/suppl",20573814;21300980,,"Ralph Grassmann","Aug 20, 2009"
GSE9173,"EFTF vs GFP Experiment","Expression profiling by array","Xenopus laevis",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9173/suppl",19688031,,"Michael E Zuber","Aug 19, 2009"
GSE9175,"Eye primordia vs. posterior neural plate vs. lateral endoderm normalized the whole embryos","Expression profiling by array","Xenopus laevis",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9175/suppl",19688031,,"Michael E Zuber","Aug 19, 2009"
GSE11989,"Coordinated posttranscriptional mRNA population dynamics during T-cell activation","Expression profiling by array","Homo sapiens",36,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11989/suppl",19638969,,"Neelanjan Mukherjee","Aug 19, 2009"
GSE14553,"Toxicogenomic Comparison of TCDD and PCB 126 Responsiveness in Primary Human Hepatocytes","Expression profiling by array","Homo sapiens",40,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14553/suppl",19692669,,"Erik A Carlson","Aug 19, 2009"
GSE14554,"Toxicogenomic Comparison of TCDD and PCB 126 Responsiveness in Primary Rat Hepatocytes","Expression profiling by array","Rattus norvegicus",26,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14554/suppl",19692669,,"Erik A Carlson","Aug 19, 2009"
GSE14555,"Divergent Transcriptomic Responses to Aryl Hydrocarbon Receptor Agonists Between Rat and Human Primary Hepatocytes","Expression profiling by array","Homo sapiens;Rattus norvegicus",66,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14555/suppl",19692669,,"Erik A Carlson","Aug 19, 2009"
GSE16081,"Gallus gallus bursal FAE and IFE","Expression profiling by array","Gallus gallus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16081/suppl",19675110,,"Shinji Fukuda","Aug 19, 2009"
GSE16333,"Phytochrome Interacting Factors 4 and 5 redundantly limit seedling de-etiolation in continuous far-red light.","Expression profiling by array","Arabidopsis thaliana",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16333/suppl",19619162,,"Sylvain Pradervand","Aug 19, 2009"
GSE17089,"Identification of direct transcriptional targets of V600EBRAF/MEK in melanoma","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17089/suppl",19682280,,"Leisl M Packer","Aug 19, 2009"
GSE17431,"Inflammatory gene expression in response to sub-lethal ricin exposure in Balb/c mice","Expression profiling by array","Mus musculus",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17431/suppl",19682533,,"Jonathan David","Aug 19, 2009"
GSE17670,"Comparative Genomic Analysis of PhoP Regulon in S. Typhi and S. Typhimurium","Expression profiling by array","Salmonella enterica subsp. enterica serovar Typhi str. CT18;Salmonella enterica subsp. enterica serovar Typhi str. Ty2;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17670/suppl",19746165,,"Richelle C. Charles","Aug 19, 2009"
GSE17698,"The genetics of wound healing in tympanic membranes in rats","Expression profiling by array","Rattus norvegicus",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17698/suppl",21919009,,"Peter Luke Santa Maria","Aug 19, 2009"
GSE17699,"Analysis of Mouse Dendritic and Antigen presenting cell and Mouse autoimmune and Inflammatory Response","Expression profiling by array","Mus musculus",4,,"PDF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17699/suppl",19794069,,"Kiyoshi Ariizumi","Aug 19, 2009"
GSE17703,"Bone marrow gene expression of pediatric acute lymphoblastic leukemia (ALL)","Expression profiling by array","Homo sapiens",101,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17703/suppl",19755675,,"Nan Qiao","Aug 19, 2009"
GSE17709,"Gene expression analysis of a podocyte specific PTIP deletion in mouse glomerular preparations at 1 month of age","Expression profiling by array","Mus musculus",18,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17709/suppl",21060806,,"Greg Dressler","Aug 19, 2009"
GSE8924,"Effects of FSH on testicular mRNA transcript levels in the hypogonadal mouse","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8924/suppl",19136570,,"Dilair Baban","Aug 18, 2009"
GSE14710,"Skeletal muscle growth and fiber composition in mice are regulated through the transcription factors STAT5a/b","Expression profiling by array","Mus musculus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14710/suppl",19417088,,"WeiPing Chen","Aug 18, 2009"
GSE14847,"The effect of miRNA overexpression on gene expression profile of MCF-7 cells","Expression profiling by array","Homo sapiens",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14847/suppl",19684618,,"Pekka Juhani Kohonen","Aug 18, 2009"
GSE15073,"Effect of sulfide on growth physiology and gene expression of Desulfovibrio vulgaris Hildenborough","Expression profiling by array","Desulfovibrio vulgaris str. Hildenborough",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15073/suppl",19821141,,"Sean Michael Caffrey","Aug 18, 2009"
GSE15441,"A sentinel function for teat tissues in dairy cows: dominant innate immune response elements define response to mastitis","Expression profiling by array","Bos taurus",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15441/suppl",19727872,,"Anthony V. Capuco","Aug 18, 2009"
GSE16219,"Identification of genes that are regulated by TAK1 in human cutaneous T cell lymphoma HuT-102 cells","Expression profiling by array","Homo sapiens",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16219/suppl",19955181,,"Yoshiaki Tabuchi","Aug 18, 2009"
GSE16799,"Expression data for UV time course in Saccharomyces cerevisiae wild-type and mutant strains","Expression profiling by array","Saccharomyces cerevisiae;Schizosaccharomyces pombe",41,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16799/suppl",19680226,,"Kunal Poorey","Aug 18, 2009"
GSE17685,"Gene expression profile in selenophosphate synthetase 1 (SPS1) knockdown Drosophila SL2 cell","Expression profiling by array","Drosophila melanogaster",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17685/suppl",19755423;21864351,,"Byeong Jae Lee","Aug 18, 2009"
GSE17693,"A genome-wide expression comparison of productive and unproductive airway epithelial repair","Expression profiling by array","Mus musculus",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17693/suppl",18978301;18757308,,"Barry R Stripp","Aug 18, 2009"
GSE8966,"Liver Transcriptome Profiles Associated with Strain-Specific Ehrlichia chaffeensis–induced Hepatitis","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8966/suppl",19001077,,"Koshiro Miura","Aug 17, 2009"
GSE11581,"Role of FAK, dominant-negative FAK, FAK-CD and FAKsiRNA in MCF-7 human breast cancer cell tumorigenesis","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11581/suppl",19671193,,"Vita M Golubovskaya","Aug 17, 2009"
GSE12814,"Identifying the molecular signature of the interstitial del(7q) subgroup of uterine leiomyomata using a paired analysis","Expression profiling by array","Homo sapiens",33,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12814/suppl",19603527,,"Jennelle Hodge","Aug 17, 2009"
GSE16201,"Breast tumor gene expression profiling for assessment of sufficient tumor cells for microarray diagnostic","Expression profiling by array","Homo sapiens",403,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16201/suppl",19674463,,"Paul Roepman","Aug 17, 2009"
GSE17391,"Comparison of Clinical Staphylococcus aureus Strains Demonstrating Differing Susceptibilities to the Biocide Ethanol","Expression profiling by array","Staphylococcus aureus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17391/suppl",,,"Arunachalam Muthaiyan, Brian Wilkinson","Aug 17, 2009"
GSE17632,"BxPC-3 cells: growth in different nutrients","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17632/suppl",19706488,,"Mohan Rao Kaadige","Aug 17, 2009"
GSE17675,"Expression data from Arabidopsis ppi2 mutants","Expression profiling by array","Arabidopsis thaliana",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17675/suppl",,,"Lee Sookjin","Aug 17, 2009"
GSE17195,"Germline genomic variations associated with childhood acute lymphoblastic leukemia","Expression profiling by array","Homo sapiens",44,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17195/suppl",19684603,,"Geoffrey Neale","Aug 16, 2009"
GSE7513,"Gene expression data from CD44+/CD24- cells sorted by flow cytometry","Expression profiling by array","Homo sapiens",29,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7513/suppl",19666588,,"Chad Creighton","Aug 15, 2009"
GSE7515,"Gene expression data from cancer mammospheres and bulk tumors","Expression profiling by array","Homo sapiens",26,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7515/suppl",19666588,,"Chad Creighton","Aug 15, 2009"
GSE10281,"Letrozole (Femara) early response to treatment","Expression profiling by array","Homo sapiens",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10281/suppl",19666588,,"Chad Creighton","Aug 15, 2009"
GSE11727,"Dlx3 Regulates Lifr and Chrdl1 Expression in Mouse Embryonic Stem Cell Differentiation","Expression profiling by array","Mus musculus",4,,"GPR;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11727/suppl",,,"Nyam-Osor Chimge","Aug 15, 2009"
GSE13611,"Affymetrix gene expression AID-GFP-positive vs AID-GFP-negative","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13611/suppl",19732723,,"Markus Müschen","Aug 15, 2009"
GSE13664,"Cycle versus Pregnancy","Expression profiling by array","Bos taurus",36,,,,19622795,,"Olivier Sandra","Aug 15, 2009"
GSE13728,"Comparison between caruncular and intercaruncular areas in the endometrium of cyclic and pregnant cows","Expression profiling by array","Bos taurus",20,,,,19622795,,"Olivier Sandra","Aug 15, 2009"
GSE13880,"AID-positive vs AID-negative","Genome variation profiling by SNP array;Expression profiling by array","Homo sapiens;Mus musculus",31,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13880/suppl",,,"Markus Müschen","Aug 15, 2009"
GSE15751,"Transcriptome analysis of time couse of leafy spurge infection with Xam","Expression profiling by array","Euphorbia esula;Manihot esculenta",36,,,,,,"David Horvath","Aug 15, 2009"
