Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE9798,"Gene expression analysis of brain cortex","Expression profiling by array","Rattus norvegicus",42,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9798/suppl",,,"Leyre Uriguen","Dec 12, 2007"
GSE9826,"Summarizing probe levels of Affymetrix arrays taking into account day-to-day variability","Expression profiling by array","Homo sapiens",45,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9826/suppl",,,"Roberta Bosotti","Dec 12, 2007"
GSE9840,"Comparisons of yeast strains containing the essential histone acetyltransferase, ESA1 or a bypass suppressor of ESA1","Expression profiling by array","Saccharomyces cerevisiae;Schizosaccharomyces pombe",8,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9840/suppl",,,"Courtney Sill","Dec 12, 2007"
GSE9859,"Phagocytic receptor type affects phagosome maturation, gene expression and phagosome protein composition in macrophages","Expression profiling by array","Mus musculus",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9859/suppl",,,"Eik Hoffmann","Dec 12, 2007"
GSE4725,"Hypoxia","Expression profiling by array","Homo sapiens",6,GDS3112,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4725/suppl",18055518,,"Sara Arab","Dec 11, 2007"
GSE6507,"Gene expression profiling in a congenic strain identifies candidate genes for nutrient intake QTL on mouse chromosome 17","Expression profiling by array","Mus musculus",8,,,,,,"Brenda Richards","Dec 11, 2007"
GSE7079,"Chronic rat exposure to cigarette smoke","Expression profiling by array","Rattus norvegicus",209,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7079/suppl",17720875,,"Christopher S Stevenson","Dec 11, 2007"
GSE7803,"Human pre-invasive and invasive cervical squamous cell carcinomas and normal cervical epithelia","Expression profiling by array","Homo sapiens",41,GDS3292,"CEL;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7803/suppl",17974957,,"Rork Kuick","Dec 11, 2007"
GSE5184,"PGC1alpha overexpression in human white adipose cells","Expression profiling by array","Homo sapiens",16,,,,17646210,,"Karine Clement","Dec 10, 2007"
GSE5462,"Letrozole (Femara) early response to treatment","Expression profiling by array","Homo sapiens",116,GDS3116,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5462/suppl",17885619;20646288,,"John R Walker","Dec 10, 2007"
GSE5864,"Gene expression profiles in TNBS-induced murine colitis","Expression profiling by array","Mus musculus",7,,,,17982090,,"Shukti Chakravarti","Dec 10, 2007"
GSE9574,"Gene expression abnormalities in histologically normal breast epithelium of breast cancer patients","Expression profiling by array","Homo sapiens",29,GDS3139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9574/suppl",18058819,,"Marc E. Lenburg","Dec 10, 2007"
GSE9679,"Drosophila pole cell transcriptome in early embryogenesis (stage 4).","Expression profiling by array","Drosophila melanogaster",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9679/suppl",,,"Shuji Shigenobu","Dec 10, 2007"
GSE9832,"Reprogramming of human somatic cells to pluripotency with defined factors","Expression profiling by array","Homo sapiens",16,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9832/suppl",18157115,,"In-Hyun Park","Dec 10, 2007"
GSE5480,"Global response of Silicibacter pomeroyi strain DSS3 to dimethyl sulfoniopropionate (DMSP)","Expression profiling by array","Ruegeria pomeroyi;Ruegeria pomeroyi DSS-3",24,,,,17922758,,"Shulei Sun","Dec 09, 2007"
GSE6490,"CA/AA time course of y w","Expression profiling by array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6490/suppl",17411344,,"Herman Wijnen","Dec 09, 2007"
GSE6491,"second CA/AA time course of y w","Expression profiling by array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6491/suppl",17411344,,"Herman Wijnen","Dec 09, 2007"
GSE6492,"AA1/AA2 time course of cn bw","Expression profiling by array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6492/suppl",17411344,,"Herman Wijnen","Dec 09, 2007"
GSE6493,"CA/AA time course of y w; tim01","Expression profiling by array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6493/suppl",17411344,,"Herman Wijnen","Dec 09, 2007"
GSE5807,"Polyglutamine expansion in TBP alters transcription in cellular model of SCA17","Expression profiling by array","Mus musculus",6,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5807/suppl",,,"TANAY GHOSH","Dec 08, 2007"
GSE9734,"Microarray validation of an alternative splicing database","Expression profiling by array","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9734/suppl",18266558,,"Jonathan L Bingham","Dec 08, 2007"
GSE9817,"Global transcriptional profiling of Saccharomyces cerevisiae treated with dictamnine","Expression profiling by array","Saccharomyces cerevisiae",3,,"LSR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9817/suppl",,,"Xuming Deng","Dec 08, 2007"
GSE4346,"Global gene expression in Moraxella catarrhalis ATCC 43617 grown under iron-replete and iron-limiting conditions","Expression profiling by array","Moraxella catarrhalis",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4346/suppl",17620351,,"Eric J Hansen","Dec 07, 2007"
GSE4348,"Global gene expression in Moraxella catarrhalis ATCC43617 cells grown in the planktonic and in biofilm states","Expression profiling by array","Moraxella catarrhalis",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4348/suppl",17620351,,"Eric J Hansen","Dec 07, 2007"
GSE6542,"Circadian time course","Expression profiling by array","Drosophila melanogaster",48,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6542/suppl",17411344,,"Herman Wijnen","Dec 07, 2007"
GSE6799,"Endogenous genes regulated by telomere length","Expression profiling by array","Homo sapiens",11,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6799/suppl",,,"zhenjun Lou","Dec 07, 2007"
GSE9441,"The effect of sleep deprivation on gene expression in the brain and the liver of three inbred mouse strains","Expression profiling by array","Mus musculus",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9441/suppl",18077435,,"Mehdi Tafti","Dec 07, 2007"
GSE9442,"Molecular correlates of sleep deprivation in the brain of three inbred mouse strains in an around-the-clock experiment","Expression profiling by array","Mus musculus",71,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9442/suppl",18077435,,"Mehdi Tafti","Dec 07, 2007"
GSE9443,"Gene expression in brain Homer1a-expressing cells after sleep deprivation","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9443/suppl",18077435,,"Mehdi Tafti","Dec 07, 2007"
GSE9444,"Sleep deprivation and the brain","Expression profiling by array","Mus musculus",131,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9444/suppl",18077435,,"Mehdi Tafti","Dec 07, 2007"
GSE9560,"Odontoblast-like cells and dental pulp fibroblasts stimulated with LTA, poly(I:C) and LPS.","Expression profiling by array","Homo sapiens",24,,,,18296610,,"Jean-Christophe Farges","Dec 07, 2007"
GSE9721,"Expression data from flowers of two isogenic lines J10AB and J03AB at different developmental stages","Expression profiling by array","Arabidopsis thaliana;Brassica napus",48,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9721/suppl",,,"hua cai dong","Dec 07, 2007"
GSE9746,"Whole Daphnia_20microg/L Cadmium_48hr","Expression profiling by array","Daphnia pulex",3,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9746/suppl",,,"Joseph R Shaw","Dec 07, 2007"
GSE9756,"VSartorelli SMC Calorie Restriction","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9756/suppl",,,"Eric Hoffman","Dec 07, 2007"
GSE9806,"A Time Course Analysis of the Effects of Marinobufagenin in Human Dermal Fibroblasts","Expression profiling by array","Homo sapiens",48,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9806/suppl",18483172,,"Khew-Voon Chin","Dec 07, 2007"
GSE6460,"Human mesenchymal stem cells","Expression profiling by array","Homo sapiens",7,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6460/suppl",17956733,,"Enrico Tagliafico","Dec 06, 2007"
GSE6485,"Expression data from olfactory epithelium of Harlequin mutant mice compared to littermate controls","Expression profiling by array","Mus musculus",6,GDS3365,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6485/suppl",17868149,,"Marilyn L. Getchell","Dec 06, 2007"
GSE9755,"Tannin resistance strategies of Escherichia coli in anaerobic conditions","Expression profiling by array","Escherichia coli;Escherichia coli K-12",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9755/suppl",18039828,,"Alexandra H Smith","Dec 06, 2007"
GSE9782,"Gene expression profiling and correlation with outcome in clinical trials of the proteasome inhibitor bortezomib","Expression profiling by array","Homo sapiens",528,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9782/suppl",17185464,,"George Mulligan","Dec 06, 2007"
GSE7003,"Experiment to identify downstream targets of Arabidopsis REVOLUTA (HDZIPIII) transcription factor. ","Expression profiling by array","Arabidopsis thaliana",4,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7003/suppl",18055602,,"M. Kathryn Barton","Dec 05, 2007"
GSE7649,"Gene induction profile among wild-type, NF-IL6KO and KI(LAP) PECs","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7649/suppl",,,"Satoshi Uematsu","Dec 05, 2007"
GSE9766,"Expression data of early skin development mice","Expression profiling by array","Mus musculus",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9766/suppl",,,"jing zhang","Dec 05, 2007"
GSE9768,"Identification of genes modulated by acid and bile in a Barrett's oesophagus cell line","Expression profiling by array","Homo sapiens",13,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9768/suppl",,,"Clare Donnellan","Dec 05, 2007"
GSE9770,"Non-demented individuals with intermediate Alzheimer's neuropathologies - neuronal expression (6 regions)","Expression profiling by array","Homo sapiens",34,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9770/suppl",,,"Winnie Liang","Dec 05, 2007"
GSE7402,"Toxicogenomic analysis of sodium sodium hypochlorite antimicrobial mechanisms in Pseudomonas aeruginosa","Expression profiling by array","Pseudomonas aeruginosa;Pseudomonas aeruginosa PAO1",9,,,,17624526,,"Matthew Wook Chang","Dec 04, 2007"
GSE7460,"Contribution of Foxp3 to the Treg signature","Expression profiling by array","Mus musculus",52,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7460/suppl",18024188,,"CBDM Lab","Dec 04, 2007"
GSE8049,"Expression analyses of glioblastoma derived neurosphere cultures","Expression profiling by array","Homo sapiens",17,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8049/suppl",18037961,,"Hauke Simon Guenther","Dec 04, 2007"
GSE8262,"Gene Expression Profile in Developing Mouse Brain Following Chronic Hypoxia Treatment","Expression profiling by array","Mus musculus",18,GDS3114,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8262/suppl",18056785,,"Dan Zhou","Dec 04, 2007"
GSE9201,"Identification of genes responding to the activity of the Arabidopsis cytochrome P450 KLUH/CYP78A5","Expression profiling by array","Arabidopsis thaliana",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9201/suppl",18061566,,"Michael Lenhard","Dec 04, 2007"
GSE9738,"Analysis of gene expression during neurite outgrowth and regeneration (430A and 430A 2.0 array)","Expression profiling by array","Mus musculus",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9738/suppl",18036227,,"Moriah Szpara","Dec 04, 2007"
GSE9739,"Analysis of gene expression during neurite outgrowth and regeneration (MG-U74A)","Expression profiling by array","Mus musculus",26,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9739/suppl",18036227,,"Moriah Szpara","Dec 04, 2007"
GSE9740,"Analysis of gene expression during neurite outgrowth and regeneration (MG-U74B)","Expression profiling by array","Mus musculus",26,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9740/suppl",18036227,,"Moriah Szpara","Dec 04, 2007"
GSE9742,"The microRNAs miR-373 and miR-520c promote tumor migration, invasion and metastasis","Expression profiling by array","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9742/suppl",18193036,,"Louise C Showe","Dec 04, 2007"
GSE9744,"Analysis of gene expression during neurite outgrowth and regeneration","Expression profiling by array","Mus musculus",74,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9744/suppl",18036227,,"Moriah Szpara","Dec 04, 2007"
GSE9749,"Genes regulated by HEB and E2A during DP stage of thymocyte development","Expression profiling by array","Mus musculus",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9749/suppl",18093538,,"Mary Elizabeth Jones","Dec 04, 2007"
GSE9751,"Expression data from brain tissue of Rattus norvegicus treated with chlorpyrifos (CPF)","Expression profiling by array","Rattus norvegicus",46,GDS3143,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9751/suppl",18668222,,"Victor Chan","Dec 04, 2007"
GSE9754,"Murine myoblasts : Control vs. Reversine treated cells","Expression profiling by array","Mus musculus",4,GDS3159,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9754/suppl",19015271,,"Eun Kyung Lee","Dec 04, 2007"
GSE9757,"Response to estradiol-ERalpha","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9757/suppl",19321454,,"Stephen Welle","Dec 04, 2007"
GSE9758,"Response to estradiol-ERalpha ERE Binding defective mutant","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9758/suppl",19321454,,"Stephen Welle","Dec 04, 2007"
GSE9759,"Response to estradiol-ERbeta and estradiol-ERbeta ERE binding defective mutant","Expression profiling by array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9759/suppl",19321454,,"Stephen Welle","Dec 04, 2007"
GSE9760,"Embryonic stem cells with expanded CAG repeats (lorin-affy-mouse-501743)","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9760/suppl",,,"Winnie Liang","Dec 04, 2007"
GSE9761,"Response to estradiol-ERalpha, estradiol-Erbeta, and ERE Binding defective mutants","Expression profiling by array","Homo sapiens",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9761/suppl",19321454,,"Stephen Welle","Dec 04, 2007"
GSE9762,"Trisomy 21 fibroblasts (pevsn-affy-human-512801)","Expression profiling by array","Homo sapiens",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9762/suppl",,,"Winnie Liang","Dec 04, 2007"
GSE9763,"Transformed glial progenitor cells (prosc-affy-mouse-450860)","Expression profiling by array","Mus musculus",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9763/suppl",,,"Winnie Liang","Dec 04, 2007"
GSE8676,"PrV/PK15 kinetics_SLA/PrV slides","Expression profiling by array","Sus scrofa",48,,,,,,"Laurence Flori","Dec 03, 2007"
GSE6358,"Dependency of Gene Expression in Saccharomyces cerevisiae on extracellular Glucose Concentration","Expression profiling by array","Saccharomyces cerevisiae",7,,,,18455824,,"Christine Klockow","Dec 02, 2007"
GSE3845,"Role of NF-kB in aging","Expression profiling by array","Mus musculus",14,,,,18055696,,"Howard Chang","Dec 01, 2007"
GSE4002,"Global gene expression profile of interspecies pregnant implantation sites between rat and mouse","Expression profiling by array","Mus musculus",13,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4002/suppl",,,"Xiujun Fan","Dec 01, 2007"
GSE5332,"mTOR pathway controls mitochondrial gene expression and respiration through the YY1/PGC-1alpha transcriptional complex","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5332/suppl",18046414,,"Pere Puigserver","Dec 01, 2007"
GSE5943,"Colonic gene expression upon dietary treatment","Expression profiling by array","Rattus norvegicus",23,,,,,,"Wendy Rodenburg","Dec 01, 2007"
GSE5996,"Distinct Gene Expression Patterns in Biomechanically Stretched Cardiomyocytes","Expression profiling by array","Rattus norvegicus",6,GDS3117,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5996/suppl",18158353,,"Derk Frank","Dec 01, 2007"
GSE6410,"Cisplatin-induced gene expression changes in A549 NSCLC cells","Expression profiling by array","Homo sapiens",6,GDS3101,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6410/suppl",18074354,,"Gabriela M. Almeida","Dec 01, 2007"
GSE6535,"Critically ill patients with either gram-positive sepsis or gram-negative sepsis ","Expression profiling by array","Homo sapiens",72,GDS3085,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6535/suppl",18379237,,"Benjamin Man Piu Tang","Dec 01, 2007"
GSE6583,"Genome-wide transcriptome analysis of Arabidopsis and siz1-3 response to drought stress","Expression profiling by array","Arabidopsis thaliana",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6583/suppl",17905899,,"Rafael Catala","Dec 01, 2007"
GSE6674,"Gene expression program of AM-14 B cells stimulated through the B cell receptor (BCR) and/or Toll-like receptors (TLR)","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6674/suppl",18025183,,"Jason W Bauer","Dec 01, 2007"
GSE7431,"Whole genome survey of the obesity model lean congenic mice B6.C-D7Mit353 ","Expression profiling by array","Mus musculus",25,GDS3692,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7431/suppl",,,"Yongming Sun","Dec 01, 2007"
GSE7855,"Gene regulation in brain, eye and heart of sighted C3H mice","Expression profiling by array","Mus musculus",32,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7855/suppl",18508624,,"Martin Irmler","Dec 01, 2007"
GSE8025,"Diarrhea as a Cause of Mortality in a Mouse Model of Infectious Colitis","Expression profiling by array","Mus musculus",21,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8025/suppl",,,"Rebecca Catherine Fry","Dec 01, 2007"
GSE8058,"Wildtype (N2) C. elegans: Control vs. 10mM LiCl treated for 48hr at 25oC","Expression profiling by array","Caenorhabditis elegans",12,GDS3140,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8058/suppl",17959600,,"Gawain McColl","Dec 01, 2007"
GSE8163,"Androgenetic, Gynogenetic and Fertilized Mouse Blastocysts","Expression profiling by array","Mus musculus",18,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8163/suppl",,,"Ontario Genomics Innovation Centre (OGIC)","Dec 01, 2007"
GSE8166,"Transcriptome Profile of the Vascular Endothelial Cell Response to Candida albicans","Expression profiling by array","Homo sapiens",20,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8166/suppl",18500935,,"Kathy S Barker","Dec 01, 2007"
GSE8188,"Expression profiling of zmet2-m1 mutants relative to wild-type","Expression profiling by array","Zea mays",18,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8188/suppl",17660570,,"Nathan M Springer","Dec 01, 2007"
GSE8340,"Regulation of gene expression in the liver by naive CD4+ T cells","Expression profiling by array","Mus musculus",9,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8340/suppl",,,"Stephen John Davies","Dec 01, 2007"
GSE8585,"Hypertensive Study","Expression profiling by array","Rattus norvegicus;unidentified",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8585/suppl",,,"Rishi Khan","Dec 01, 2007"
GSE8593,"Dosage compensation in the mouse balances up regulation and silencing of X-linked genes","Expression profiling by array","Mus musculus",24,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8593/suppl",18076287,,"Hong Lin","Dec 01, 2007"
GSE8753,"Sequential responses to high-fat feeding in an obese mouse model","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8753/suppl",18292748,,"Mei Yen Chan","Dec 01, 2007"
GSE8782,"Gene expression and distribution of Swi6 in partial aneuploids of the fission yeast Schizosaccharomyces pombe","Expression profiling by array;Genome variation profiling by array","Schizosaccharomyces pombe",12,,,,18285637,,"Yuji Chikashige","Dec 01, 2007"
GSE8836,"CLL in Em-TCL1 mice provides a biologically relevant model to unravel and reverse immune deficiency in human cancer.","Expression profiling by array","Mus musculus",56,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8836/suppl",19332800,,"Gullu Gorgun","Dec 01, 2007"
GSE8945,"Expression data from RNAi knockdown HeLa cells","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8945/suppl",18073345,,"Lee-Hsueh Hung","Dec 01, 2007"
GSE8997,"XX hour expression data of AM from C57Bl/6 or gp91phox-/- mice following exposure to conidia or polystyrene beads","Expression profiling by array","Mus musculus",51,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8997/suppl",,,"Kate McInnerney","Dec 01, 2007"
GSE9167,"Effects of Pkd1 inactivation defined by important developmental switch in post-natal kidney maturation","Expression profiling by array","Mus musculus",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9167/suppl",17965720,,"Gregory G Germino","Dec 01, 2007"
GSE9218,"Effect of mild hyperthermia on Mk differentiation","Expression profiling by array","Homo sapiens",4,,"CEL;CHP;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9218/suppl",,,"Lars Palmqvist","Dec 01, 2007"
GSE9254,"Normal human colorectal mucosa, cecum, ascending, transverse,  sigmoid and rectum","Expression profiling by array","Homo sapiens",19,GDS3141,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9254/suppl",18056783,,"Lawrence C LaPointe","Dec 01, 2007"
GSE9259,"PrV/PK15 kinetics_QiagenNRSP8 slides","Expression profiling by array","Sus scrofa",32,,,,,,"Laurence Flori","Dec 01, 2007"
GSE9334,"Confluent versus Sub-confluent HUVEC","Expression profiling by array","Homo sapiens",6,GDS3177,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9334/suppl",18065521,,"Oscar Leonard Volger","Dec 01, 2007"
GSE9438,"Gene Expression is associated with Progesterone Receptor Status in Meningioma","Expression profiling by array","Homo sapiens",31,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9438/suppl",18172325,,"Peter J Park","Dec 01, 2007"
GSE9465,"Murine Pulmonary Responses to Ambient Baltimore Particulate Matter","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9465/suppl",19057703,,"Yong Huang","Dec 01, 2007"
