Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE1242,"psak_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1243,"psan_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1244,"psao_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1245,"psbs_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1246,"red200micE_vs_red20micE","Expression profiling by array","Arabidopsis thaliana",8,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1247,"red200micE_vs_white20micE","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1248,"red20micE_vs_white20micE","Expression profiling by array","Arabidopsis thaliana",8,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1249,"HLrec_2h_vs_0h","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1250,"root_vs_leaf","Expression profiling by array","Arabidopsis thaliana",8,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1251,"stem_vs_leaf","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1252,"sut2_vs_WT","Expression profiling by array","Arabidopsis thaliana",24,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1253,"tatA_vs_WT","Expression profiling by array","Arabidopsis thaliana",8,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1254,"tic40_vs_WT","Expression profiling by array","Arabidopsis thaliana",8,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1255,"toc120_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15273297;15656970,,"christos Noutsos","Jan 01, 2005"
GSE1256,"toc132_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15273297;15656970,,"christos Noutsos","Jan 01, 2005"
GSE1257,"toc160_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1258,"toc34_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15053763;15656970,,"christos Noutsos","Jan 01, 2005"
GSE1259,"toc75_vs_WT","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1260,"L30min_vs_0h","Expression profiling by array","Arabidopsis thaliana",12,,,,15656970,,"christos Noutsos","Jan 01, 2005"
GSE1448,"Engagement of TCR with antibodies","Expression profiling by array","Mus musculus",8,GDS1565,,,15661827,,"Nicholas Robert John Gascoigne","Jan 01, 2005"
GSE1475,"Phytophthora sojae, races 1, 2,5 and 7 on soybean at 48h","Expression profiling by array","Glycine max;Phytophthora sojae",46,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1475/suppl",,,"Mark Gijzen","Jan 01, 2005"
GSE1562,"Adenovirus-mediated E2F-1 gene transfer in melanoma cell line","Expression profiling by array","Homo sapiens",4,GDS1078,,,15656974,,"Kelly M McMasters","Jan 01, 2005"
GSE1649,"GAP_Culture_conditions","Expression profiling by array","Aspergillus flavus;Aspergillus parasiticus",16,,,,15878831,,"Michael S Price","Jan 01, 2005"
GSE1685,"Rat diaphyseal femoral fracture healing:  Plate fixation vs. intramedullary nail","Expression profiling by array","Rattus norvegicus",19,GDS1853,,,16424807,,"Ralph A. Meyer","Jan 01, 2005"
GSE1861,"2091 mock vs. 2091 E2F4 IP - Human 13K","Expression profiling by array","Homo sapiens",2,,,,15782160,,"Jonghwan Kim","Jan 01, 2005"
GSE2002,"CstF-64 Influenced Gene Expression","Expression profiling by array","Mus musculus",9,GDS1285,,,16207706,,"Milcarek Christine","Jan 01, 2005"
GSE928,"natural variation affy data","Expression profiling by array","Homo sapiens",15,,,,15644424,,"Srinivasan Ramachandran","Dec 31, 2004"
GSE940,"JHIII-MF & feeding-M","Expression profiling by array","Ips pini",24,GDS1335,,,,,"Christopher Ian Keeling","Dec 31, 2004"
GSE1063,"Vitamin E plus and minus","Expression profiling by array","Rattus norvegicus",10,GDS995,,,15506941,,"Janice E Drew","Dec 31, 2004"
GSE1094,"effect of neuregulin on cardiocytes","Expression profiling by array","Rattus norvegicus",12,,,,16036905,,"Martin Flück","Dec 31, 2004"
GSE1158,"Wilms tumor versus Stratagene Universal Reference","Expression profiling by array","Homo sapiens",4,GDS1791,,,15955238,,"Fred van Ruissen","Dec 31, 2004"
GSE1481,"LCCS vs control comparison","Expression profiling by array","Homo sapiens",5,GDS1295,,,16155903,,"Niklas Pakkasjärvi","Dec 31, 2004"
GSE1651,"Chlamydomonas nonphotosynthetic mutants","Expression profiling by array","Chlamydomonas reinhardtii",9,,,,15665248,,"David C Higgs","Dec 31, 2004"
GSE1779,"Effect of Isoflurane and LTM on basolateral amygdala","Expression profiling by array","Rattus norvegicus",29,GDS2037,,,16632822,,"Ira Rampil","Dec 31, 2004"
GSE2114,"Screening for candidate clock-controlled genes","Expression profiling by array","Thermosynechococcus elongatus BP-1",4,,,,,,"Masahiro Ishiura","Dec 29, 2004"
GSE2110,"Marrow-derived Mesenchymal stem cells(2004/12/24)","Expression profiling by array","Homo sapiens",3,,,,15923633,,"Akihiro Umezawa","Dec 28, 2004"
GSE1437,"F9 cells after exposure to RA or TSA","Expression profiling by array","Mus musculus",9,GDS1512,,,15467438;18959802,,"Niquiche Sangster","Dec 27, 2004"
GSE1432,"Transcriptional Response of Human Microglial Cells to Interferon-gamma","Expression profiling by array","Homo sapiens",24,GDS1036,,,16163375,,"Robert Bryan Rock","Dec 25, 2004"
GSE1564,"Electrical pacing of mouse muscle","Expression profiling by array","Mus musculus",6,GDS1357,,,,,"Peter Schjerling","Dec 24, 2004"
GSE2103,"yeast hsf1-R206S/F256S mutant","Expression profiling by array","Saccharomyces cerevisiae",4,GDS1073,,,15647283,,"Hiroshi Sakurai","Dec 24, 2004"
GSE930,"Conditioned Taste Aversion experiment","Expression profiling by array","Rattus norvegicus",1,,,,,,"Humberto Ortiz-Zuazaga","Dec 22, 2004"
GSE1905,"Postreplicative recruitment of Cohesin to double-strand breaks","Expression profiling by array","Saccharomyces cerevisiae",15,,,,15610742,,"Katsuhiko Shirahige","Dec 22, 2004"
GSE2054,"Quantitative microarray profiling of alternative splicing in mouse tissues","Expression profiling by array","Mus musculus",10,,,,15610736,,"Qun Pan","Dec 22, 2004"
GSE2096,"Affy data from WT, FHL1 deleted and FHL1,IFH1 double deleted strains.","Expression profiling by array","Saccharomyces cerevisiae",6,GDS1033,,,15692568,,"Jonathan R. Warner","Dec 22, 2004"
GSE2099,"control-ethanol liver RNA","Expression profiling by array","Homo sapiens",7,,,,15705656,,"Farah ESfandiari","Dec 22, 2004"
GSE2019,"Microarray Based Comparison of three Amplification Methods For Nanogram Amounts of Total RNA","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2019/suppl",15613496,,"Philine Wangemann","Dec 21, 2004"
GSE2069,"Differential expression under hypoxia in zebrafish","Expression profiling by array","Danio rerio",5,,,,15994372,,"Christoph Peter Bagowski","Dec 21, 2004"
GSE2089,"Comparative transcriptome analysis of early interaction events in Scots pine root tissues following challenge (1dpi)","Expression profiling by array","Pinus sylvestris;Pinus taeda",36,,,,,,"Debbie Ross Craig","Dec 21, 2004"
GSE1403,"Cyclosporine A timecourse 0, 12, 48 hours","Expression profiling by array","Homo sapiens",3,,,,16049326,,"Craig Slattery","Dec 20, 2004"
GSE1574,"Time-course of mdx and wild type mice","Expression profiling by array","Mus musculus",36,,,,16011810;16584545,,"Rolf Turk","Dec 20, 2004"
GSE1888,"Bis-(2-chloroethyl) sulfide exposure time course and dose response in the rat lung","Expression profiling by array","Rattus norvegicus",154,GDS1027,"CEL;EXP;RPT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1888/suppl",15651846;16601082,,"James F Dillman","Dec 20, 2004"
GSE2076,"leu3p dependent transcription","Expression profiling by array","Saccharomyces cerevisiae",12,GDS1103,,,15949974,,"Jean-Marc Daran","Dec 17, 2004"
GSE2082,"ER stress time course (WT vs CHOP-/-)","Expression profiling by array","Mus musculus",24,GDS997,,,15601821,,"Stefan Marciniak","Dec 17, 2004"
GSE1558,"Fob3b vs F-line","Expression profiling by array","Mus musculus",20,,,,15598878,,"Ioannis M Stylianou","Dec 16, 2004"
GSE2071,"A comparison of forskolin-induced mRNA vs. an inactive control in the rat PC12 cell pheochromocytoma cell line.","Expression profiling by array","Rattus norvegicus",8,GDS1038;GDS1039,,,15620361,,"Soren Impey","Dec 16, 2004"
GSE2073,"dmyc overexpression 7h and 14h","Expression profiling by array","Drosophila melanogaster",9,,,,15723055,,"Ling Li","Dec 16, 2004"
GSE2065,"Leucine starvation series","Expression profiling by array","Bacillus subtilis;Escherichia coli;Saccharomyces cerevisiae",5,,,,15678157,,"Kimberly Dittmar","Dec 15, 2004"
GSE2066,"Genes regulated by FGF2 in mouse cortical neuron culture","Expression profiling by array","Mus musculus",3,,,,16378758,,"Tomoko Iwata","Dec 15, 2004"
GSE2067,"HCV_Core_Study","Expression profiling by array","Homo sapiens",6,GDS2239,,,16876223,,"Michael George","Dec 15, 2004"
GSE2061,"Hearts_tissue_expression_profile_2","Expression profiling by array","Homo sapiens",24,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2061/suppl",,,"Svetlana Shchegrova","Dec 14, 2004"
GSE2062,"Hearts_tissue_expression_profile_3","Expression profiling by array","Homo sapiens",23,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2062/suppl",,,"Svetlana Shchegrova","Dec 14, 2004"
GSE2057,"Gene expression profiling and localization of Hoechst-effluxing CD45- and CD45+ cells in the Embryonic Mouse Lung","Expression profiling by array","Mus musculus",14,GDS1037,,,16076931,,"Simon Xun Liang","Dec 11, 2004"
GSE2059,"IL-21/IL-15 regulation of CD8 T-cells","Expression profiling by array","Mus musculus",20,GDS1030,,,,,"John Brady","Dec 11, 2004"
GSE1469,"A549 lung pneumocytes cell line infected with wildtype and deletion mutation PAK strain Pseudomonas aeruginosa","Expression profiling by array","Homo sapiens",16,GDS1022,,,16207250,,"Atul Butte","Dec 10, 2004"
GSE1471,"Cardiac muscle, comparisons of wild type and mdx mice, 8 week and 10.5 month (Porter lab)","Expression profiling by array","Mus musculus",12,GDS2996,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1471/suppl",,,"Henry J. Kaminski","Dec 10, 2004"
GSE1659,"Time series of diabetes and exercise training induced expression changes in skeletal muscle of mice","Expression profiling by array","Mus musculus",12,GDS1541,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1659/suppl",16352670;16816123;17003243,,"Mika Silvennoinen","Dec 10, 2004"
GSE1923,"Identification of PDGF-dependent patterns of gene expression in U87 glioblastoma cells","Expression profiling by array","Homo sapiens",15,GDS1730,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1923/suppl",15994924,,"David Murray Kaetzel","Dec 10, 2004"
GSE2046,"Hep3B time-course","Expression profiling by array","Homo sapiens",42,,,,16175611,,"Jean Philippe SALIER","Dec 10, 2004"
GSE2051,"Hearts_tissue_expression_profile","Expression profiling by array","Homo sapiens",24,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2051/suppl",,,"Svetlana Shchegrova","Dec 10, 2004"
GSE2053,"RAvs.ND","Expression profiling by array","Homo sapiens",8,GDS1857,,,20858714,,"Ute Ungethuem","Dec 10, 2004"
GSE861,"Differential expression of Aspergillus genes as a result of disrupting maf1","Expression profiling by array","Aspergillus flavus",4,,,,,,"Ahmad Fakhoury","Dec 09, 2004"
GSE1507,"Genes regulated by mating, sperm or Acps","Expression profiling by array","Drosophila melanogaster",4,,,,15324670,,"Lisa A. McGraw","Dec 09, 2004"
GSE2040,"Human endothelial progenitor cells (EPC) vs. human umbilical vein endothelial cells (HUVEC) vs. CD14+ monocytes","Expression profiling by array","Homo sapiens",9,,,,15665831,,"Carmen Urbich","Dec 09, 2004"
GSE2050,"Major Patterns of B Cell Gene Expression Changes in Response to Short-Term Stimulation with 33 Single Ligands","Expression profiling by array","Mus musculus",422,,,,15585835,,"Sangdun Choi","Dec 09, 2004"
GSE970,"Glucose dependent cell size is regulated by novel GPCR system","Expression profiling by array","Saccharomyces cerevisiae",6,GDS1485,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSEnnn/GSE970/suppl",15743410,,"Katsuhiko Shirahige","Dec 08, 2004"
GSE1463,"Extraocular, hindlimb, and cardiac muscles, comparison of dko and mdx mice (Porter lab)","Expression profiling by array","Mus musculus",18,GDS2001,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1463/suppl",16525850,,"Henry J. Kaminski","Dec 08, 2004"
GSE1921,"Homeostatic Proliferation of OT-I T cells","Expression profiling by array","Mus musculus",19,GDS993,,,15548615,,"CBDM Lab","Dec 08, 2004"
GSE2044,"Combining gene expression data from different generations of oligonucleotide arrays","Expression profiling by array","Homo sapiens",28,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2044/suppl",15504239,,"Sek Won Kong","Dec 08, 2004"
GSE2035,"Hearts_DD_Screening","Expression profiling by array","Homo sapiens",8,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2035/suppl",,,"Svetlana Shchegrova","Dec 07, 2004"
GSE1611,"Transcriptome of Ts1Cje and euploids cerebellum","Expression profiling by array","Mus musculus",12,GDS994,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1611/suppl",15590701,,"Luce Dauphinot","Dec 05, 2004"
GSE2021,"13-lined ground squirrel (Spermophilus tridecemlineatus) hibernating liver transcriptome","Expression profiling by array","Callospermophilus lateralis;Ictidomys tridecemlineatus",26,,,,,,"Andrew Gracey","Dec 03, 2004"
GSE2022,"Golden-mantled ground squirrel (Spermophilus lateralis) hibernating brain transcriptome","Expression profiling by array","Callospermophilus lateralis",24,,,,,,"Andrew Gracey","Dec 03, 2004"
GSE2023,"Golden-mantled ground squirrel (Spermophilus lateralis) hibernating heart transcriptome","Expression profiling by array","Callospermophilus lateralis",30,,,,,,"Andrew Gracey","Dec 03, 2004"
GSE2024,"Golden-mantled ground squirrel (Spermophilus lateralis) hibernating liver transcriptome","Expression profiling by array","Callospermophilus lateralis",35,,,,,,"Andrew Gracey","Dec 03, 2004"
GSE2032,"Cardiac cells after mechanical stress, ionising radiation or UV","Expression profiling by array","Rattus norvegicus",35,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2032/suppl",15656902,,"Marjan Boerma","Dec 03, 2004"
GSE2033,"The hibernating phenotype assessed through transcript screening","Expression profiling by array","Callospermophilus lateralis;Ictidomys tridecemlineatus",115,,,,16249311,,"Andrew Gracey","Dec 03, 2004"
GSE2031,"Identification of genes and quantitative trait loci (QTL) that control hematopoietic stem cell functioning","Expression profiling by array","Mus musculus",44,GDS1077,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2031/suppl",15711547,,"John R Walker","Dec 02, 2004"
GSE850,"Effect 14-3-3 mutation on mRNA levels in yeast.","Expression profiling by array","Saccharomyces cerevisiae",4,,,,15142031,,"Paul van Heusden","Dec 01, 2004"
GSE1095,"passive avoidance trained rats","Expression profiling by array","Rattus norvegicus",16,,,,17298388,,"Niamh O'Sullivan","Dec 01, 2004"
GSE1289,"CEA_SGF:E00009#switch_lympho_mega","Expression profiling by array","Mus musculus",46,,,,15947096,,"Thierry Kortulewski","Dec 01, 2004"
GSE1400,"MCF-7 Fractionated RNA","Expression profiling by array","Homo sapiens",6,GDS992,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1400/suppl",15574777,,"Carol Westbrook","Dec 01, 2004"
GSE1457,"CxVB3 infection and cardiac function","Expression profiling by array","Mus musculus",7,GDS1032,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1457/suppl",,,"John Gosink","Dec 01, 2004"
GSE1568,"Ambrosino series 1","Expression profiling by array","Mus musculus",3,,,,16492136,,"Tomoko Iwata","Dec 01, 2004"
GSE1640,"Serial time induction by TPA on BCBL-1 cells in the absence or presence of viral replication inhibitor cidofovir","Expression profiling by array","Homo sapiens;Human herpesvirus 8",60,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1640/suppl",15564474,,"Michael Lu","Dec 01, 2004"
GSE1856,"Gene Analysis of Rasagiline","Expression profiling by array","Mus musculus",8,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1856/suppl",17055733,,"Yotam Sagi","Dec 01, 2004"
GSE1859,"DNase II-deficient fetal liver","Expression profiling by array","Mus musculus",3,GDS996,,,15568025,,"Shigekazu Nagata","Dec 01, 2004"
GSE1908,"NIAID Mouse Lymphoma Gene Expression Profiling","Expression profiling by array","Mus musculus",136,,,,,,"Jeff X. Zhou","Dec 01, 2004"
GSE1910,"Microarray analysis of activated mixed glial (microglia) and monocyte-derived macrophage gene expression.","Expression profiling by array","Homo sapiens",14,,,,15579277,,"Andrew V. Albright","Dec 01, 2004"
GSE1932,"Differential Renal Gene Expression in Pre-hypertensive and Hypertensive SHR","Expression profiling by array","Rattus norvegicus",16,,,,15798089,,"NIEHS Microarray Core","Dec 01, 2004"
GSE1969,"The Role of Stationary Phase in Gene Regulation and Mating Competence in Candida albicans","Expression profiling by array","Candida albicans",30,,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1969/suppl",16002644,,"Rui Zhao","Dec 01, 2004"
GSE1982,"PBMCs from CCI-779 Treated RCC subjects","Expression profiling by array","Homo sapiens",103,GDS3603,,,15637533,,"Michael E. Burczynski","Dec 01, 2004"
GSE1813,"Rat Adipose Tissue","Expression profiling by array","Rattus norvegicus",4,GDS880,,,15562247,,"Kaiping Yang","Nov 30, 2004"
GSE2018,"Human Lung Transplant - BAL","Expression profiling by array","Homo sapiens",34,GDS999,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2018/suppl",12958056,,"Jeff Lande","Nov 30, 2004"
GSE2008,"Expression profiling of liver tissue from C57BL6 x DBA strain","Expression profiling by array","Mus musculus",107,,,,12646919;15965475;16200066,,"Stephen W Edwards","Nov 25, 2004"
GSE904,"Age Map","Expression profiling by array","Mus musculus",6,,,,,,"Kevin G Becker","Nov 24, 2004"
GSE1414,"Gene expression of bovine embryo","Expression profiling by array","Bos taurus",11,GDS1003,"TIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1414/suppl",15560851,,"Koichi Ushizawa","Nov 24, 2004"
GSE1503,"Male/Female BALB/c Mouse Submandibular/Sublingual/Parotid/Lacrimal/Meibomian  Glands","Expression profiling by array","Mus musculus",26,GDS1009,,,15668334,,"Nathaniel Treister","Nov 24, 2004"
GSE1582,"Male BALB/c Mouse Testosterone-Treated Submandibular/Lacrimal/Meibomian Glands","Expression profiling by array","Mus musculus",18,GDS1361,,,16186348;16384958;16304452;16488965,,"Nathaniel Treister","Nov 24, 2004"
GSE1994,"Neuron susceptibility to seizure-induced injury. Dingledine-5R01NS031373-10-2","Expression profiling by array","Rattus norvegicus",48,GDS1018,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1994/suppl",17239605,,"Winnie Liang","Nov 24, 2004"
GSE1995,"Gene expression in foggy mutant. Guo-1R01NS042626-01A2","Expression profiling by array","Danio rerio",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1995/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE1996,"Investigating learning disabilities: fetal alcohol exposed rats. Perrone-Bizzozero-5R01NS030255-12-2","Expression profiling by array","Rattus norvegicus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1996/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE1997,"Hippocampal development in fetal alcohol exposed rats. Perrone-Bizzozero-5R01NS030255-12-3","Expression profiling by array","Rattus norvegicus",5,GDS1660,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1997/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE1998,"Genes regulated by Egr3 in primary myotubes. Tourtellotte-5R01NS040748-03","Expression profiling by array","Mus musculus",8,GDS1661;GDS2060,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1998/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE1999,"Neuroprotective effects of erythropoietin. Wilson-5R01NS028208-15","Expression profiling by array","Mus musculus",15,GDS1017,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1999/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE2001,"Skeletal Muscle Response","Expression profiling by array","Mus musculus",7,GDS1019,,,16081620,,"Sangdun Choi","Nov 24, 2004"
GSE2003,"NCI cDNA microarray-human 60 cell lines","Expression profiling by array","Homo sapiens",64,GDS1761,,,10700174,,"Jennifer Fostel","Nov 24, 2004"
GSE2004,"scien-affy-human-87089","Expression profiling by array","Homo sapiens",25,GDS1663,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2004/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE2005,"Hippocampus of HuD overexpressor mice. Perrone-Bizzozero-5R01NS030255-12","Expression profiling by array","Mus musculus",6,GDS1111,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE2nnn/GSE2005/suppl",,,"Winnie Liang","Nov 24, 2004"
GSE1989,"Alternative Splicing in 5 Tissues","Expression profiling by array","Homo sapiens",19,GDS909;GDS910,,,15598820,,"Christopher Lee","Nov 22, 2004"
GSE1789,"heart gene expression in Down syndrome","Expression profiling by array","Homo sapiens",15,,,,17683628,,"Lucio Nitsch","Nov 21, 2004"
GSE845,"PTSD Raw Data","Expression profiling by array","Homo sapiens",33,,,,15685253,,"Noa Shefi","Nov 20, 2004"
GSE860,"PTSD Normalized data","Expression profiling by array","Homo sapiens",33,GDS1020,,,15685253,,"Noa Shefi","Nov 20, 2004"
GSE1030,"Angiotensin II early regulated genes in H295R human adrenocortical cells","Expression profiling by array","Homo sapiens",16,,,,15375197,,"Damian G. Romero","Nov 19, 2004"
GSE1134,"Na,K-ATPase alpha 1 het. heart","Expression profiling by array","Mus musculus",4,GDS1001,,,,,"Amy Moseley","Nov 19, 2004"
GSE1420,"Barrett's esophagus, Barrett's-associated adenocarcinomas and normal esophageal epithelium","Expression profiling by array","Homo sapiens",24,GDS1321,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1420/suppl",15833844,,"Nikolai N. Khodarev","Nov 18, 2004"
GSE1680,"Effect of CCL3 on target ablation-induced macrophage recruitment into the olfactory epithelium","Expression profiling by array","Mus musculus",8,GDS907,,,15467013,,"Kevin Kwong","Nov 18, 2004"
GSE1984,"Skeletal muscle cell differentiation","Expression profiling by array","Mus musculus",32,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1984/suppl",,,"Eric Hoffman","Nov 18, 2004"
GSE1979,"Effect of Diabetes on Retinal Müller Cells","Expression profiling by array","Rattus norvegicus",5,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1979/suppl",15623795,,"Chiara Gerhardinger","Nov 17, 2004"
GSE1571,"Muscle and Bone marrow SP and MP cells","Expression profiling by array","Mus musculus",20,GDS1010,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1571/suppl",15652349,,"Kalliopi Liadaki","Nov 16, 2004"
GSE1970,"Immune-stimulated Peyer's patch","Expression profiling by array","Sus scrofa",9,,,,16940429,,"Cheryl M.T. Dvorak","Nov 16, 2004"
