Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE40318,"Transcriptome profiling of Lactococcus garvieae strains in response to growth temperature","Expression profiling by array","Lactococcus garvieae",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40318/suppl",24223997,,"Mónica Aguado-Urda","Nov 04, 2013"
GSE42185,"LncRNAs expression profiles in the livers of 20-month-old male HBx transgenic mice and C57BL/6 wild-type mice","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42185/suppl",23239537,,"jinfeng huang","Nov 04, 2013"
GSE42263,"Gene expression profiles after infection of zebrafish with Spring Viremia Carp Virus (SVCV)","Expression profiling by array","Danio rerio",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42263/suppl",24069208,,"Julio M Coll","Nov 04, 2013"
GSE42640,"Transcriptomic Classification of Genetically Engineered Mouse Models of Breast Carcinoma Identifies Human Subtype Counterparts","Expression profiling by array","Mus musculus",110,,,,24220145,,"Charles M. Perou","Nov 04, 2013"
GSE43268,"48 apple trees from a segregating F1 population from a cross of 'Ottawa 3' x 'Robusta 5'","Expression profiling by array","Malus domestica",48,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43268/suppl",22229964,,"Timothy McNellis","Nov 04, 2013"
GSE43303,"Comparison of the expression profiles of the 630E strain after 8h, 14h and 38h of infection in mouse","Expression profiling by array","Peptoclostridium difficile;Peptoclostridium difficile 630",24,,"GPR;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43303/suppl",23897605,,"Monot Marc","Nov 04, 2013"
GSE43304,"Comparison of the expression profiles of the 630E strain after 8h, 14h and 38h in TY","Expression profiling by array","Peptoclostridium difficile;Peptoclostridium difficile 630",8,,"GPR;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43304/suppl",23897605,,"Monot Marc","Nov 04, 2013"
GSE43305,"Comparison of the expression profiles of the Clostridium difficile 630E strain after 8h, 14h and 38h of infection in mouse and after 8h, 14h and 38h growth in vitro","Expression profiling by array","Peptoclostridium difficile;Peptoclostridium difficile 630",32,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43305/suppl",23897605,,"Monot Marc","Nov 04, 2013"
GSE44413,"Haemophilus ducreyi 35000HPfis relative to 35000HP","Expression profiling by array","Haemophilus ducreyi 35000HP;[Haemophilus] ducreyi",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44413/suppl",23980107,,"Eric J Hansen","Nov 04, 2013"
GSE46495,"Transcriptome signature of white adipose tissue, liver, and skeletal muscle in 24 hours fasted mice (C57Bl/6J)","Expression profiling by array","Mus musculus",30,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46495/suppl",24191950,,"Andreas Prokesch","Nov 04, 2013"
GSE47153,"Effect of propranolol on differential gene expression in peripheral blood monocytes from mice subject to repeated social defeat","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47153/suppl",24062448,,"Steve Cole","Nov 04, 2013"
GSE47154,"Differential gene expression in peripheral blood leukocytes from mice subject to repeated social defeat","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47154/suppl",24062448,,"Steve Cole","Nov 04, 2013"
GSE48836,"Transcript profiling of ERF115 transgenic Arabidopsis thaliana","Expression profiling by array","Arabidopsis thaliana",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48836/suppl",24158907,,"Wouter Van Delm","Nov 04, 2013"
GSE49358,"Genome-wide expression study of the CD11b+  subsets of dermal myeloid cells and their migratory counterparts in the draining lymph node","Expression profiling by array","Mus musculus",38,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49358/suppl",24184057,,"Marc DALOD","Nov 04, 2013"
GSE50734,"TEL-AML1 (ETV6-RUNX1) in B-cells and leukemia (part 5)","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50734/suppl",24121163,,"Pablo Landgraf","Nov 04, 2013"
GSE50735,"TEL-AML1 (ETV6-RUNX1) in B-cells and leukemia (part 6)","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50735/suppl",24121163,,"Pablo Landgraf","Nov 04, 2013"
GSE50736,"TEL-AML1 (ETV6-RUNX1) in B-cells and leukemia","Expression profiling by array;Genome binding/occupancy profiling by genome tiling array","Homo sapiens;Mus musculus",23,,"CEL;PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50736/suppl",24121163,,"Pablo Landgraf","Nov 04, 2013"
GSE50800,"Increases in Insulin Sensitivity among Obese Youth are Associated with Gene Expression Changes in Whole Blood.","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50800/suppl",24470352,,"Gabriel Shaibi","Nov 04, 2013"
GSE34420,"HOXC9-induced neuronal differentiation in human neuroblastoma BE(2)-C cells [Gene expression profiling]","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34420/suppl",24274069,,"Justin Choi","Nov 03, 2013"
GSE47746,"Gene expression data of fibroblasts transduced with LacZ or p63+KLF4.","Expression profiling by array","Homo sapiens",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47746/suppl",23921950,,"George Sen","Nov 03, 2013"
GSE34422,"HOXC9-induced neuronal differentiation in human neuroblastoma BE(2)-C cells","Expression profiling by array","Homo sapiens",9,,"BED;CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34422/suppl",24274069,,"Justin Choi","Nov 02, 2013"
GSE51985,"Microarray gene expression analysis of tumorigenesis and regional lymph node metastasis in laryngeal squamous cell carcinoma","Expression profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51985/suppl",,,"Demin Han","Nov 02, 2013"
GSE51993,"microRNA differential regulations gradually mediate genomic instability during cervical intraepithelial neoplasia progression.","Non-coding RNA profiling by array;Expression profiling by array","Homo sapiens",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51993/suppl",,,"Wenjuan Mo","Nov 02, 2013"
GSE51995,"Gene expression profiling of paired pterygium and conjunctiva tissues","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51995/suppl",,,"Aihua Hou","Nov 02, 2013"
GSE52013,"Activation of auxin signalling counteracts photorespiratory hydrogen peroxide dependent cell death","Expression profiling by array","Arabidopsis thaliana",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52013/suppl",,,"Pavel Kerchev","Nov 02, 2013"
GSE25340,"Streptococcus sanguinis gene expression at late-log growth phase","Expression profiling by array","Streptococcus sanguinis",3,,"MEV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25340/suppl",,,"Xiuchun Ge","Nov 01, 2013"
GSE25611,"Transcriptional programs controlled by NGF signaling in developing mouse dorsal root ganglia neurons","Expression profiling by array","Mus musculus",16,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25611/suppl",,,"David D Ginty","Nov 01, 2013"
GSE37751,"Molecular Profiles of Human Breast Cancer and Their Association with Tumor Subtypes and Disease Prognosis (Affymetrix)","Expression profiling by array","Homo sapiens",108,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37751/suppl",24316975,,"Atsushi Terunuma","Nov 01, 2013"
GSE38518,"Gene expression data of mRNA from skeletal muscle sample of pig DL and Pi breed","Expression profiling by array","Sus scrofa",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38518/suppl",,,"Klaus Wimmers","Nov 01, 2013"
GSE39004,"Molecular Profiles of Human Breast Cancer and Their Association with Tumor Subtypes and Disease Prognosis","Expression profiling by array;Methylation profiling by array","Homo sapiens",180,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39004/suppl",24316975,,"Atsushi Terunuma","Nov 01, 2013"
GSE39805,"Heterobasidion annosum gene expression from different tissues and mycelium grown on different substrates and under different biotic and abiotic stresses","Expression profiling by array","Heterobasidion annosum",36,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39805/suppl",24286289,,"Annegret Kohler","Nov 01, 2013"
GSE41041,"Pulmonary retention of titanium dioxide nanoparticles and biological outcomes following low dose instillation in mice","Expression profiling by array","Mus musculus",65,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41041/suppl",23557971,,"Mainul Husain","Nov 01, 2013"
GSE41301,"Heterobasidion annosum gene expression from mycelium grown on different substrates ","Expression profiling by array","Heterobasidion annosum",6,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41301/suppl",23812104,,"Annegret Kohler","Nov 01, 2013"
GSE41501,"Expression profiling of B.subtils SMY wild-type, (p)ppGpp0, ΔcodY (p)ppGpp0 and guaB- (p)ppGpp0 cells upon amino acid starvation (RHX) or guanosine (Guo) treatment.","Expression profiling by array","Bacillus subtilis;Bacillus subtilis subsp. subtilis str. SMY",36,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41501/suppl",24163341,,"Jue D. Wang","Nov 01, 2013"
GSE41789,"Senescence gene signature of radiation fibrosis","Expression profiling by array","Mus musculus",45,GDS4822,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41789/suppl",24052614,,"Uma T Shankavaram","Nov 01, 2013"
GSE41980,"Mitocans target tryptophan metabolism to remove the mimicry of tumour-initiating cells","Expression profiling by array","Homo sapiens",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41980/suppl",24145120,,"Michael Peter Stapelberg","Nov 01, 2013"
GSE42189,"The Cytokines Interleukin-1 and Interferon-gamma Differentially Program Beta-glucan–activated Dendritic Cells via IkappaB-zeta Modulation","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42189/suppl",,,"Marco Cardone","Nov 01, 2013"
GSE42242,"SMAD4 regulated through HDAC4 is associated with chemoresistance in MCF-7 cells","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42242/suppl",,,"Seong-Lan Yu","Nov 01, 2013"
GSE42337,"Transcriptome profiling of Bemisia tabaci reveals stage-specific gene expression signatures for thiamethoxam resistance","Expression profiling by array","Bemisia tabaci",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42337/suppl",,,"Nina Yang","Nov 01, 2013"
GSE42512,"Human HAK-1A hepatocellular carcinoma (HCC) cells: TCF-4J-overexpressing clone (under normoxia) vs. TCF-4K-overexpressing clone (under normoxia)","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42512/suppl",23651211,,"Miran Kim","Nov 01, 2013"
GSE42555,"Transcriptomic responses to high water temperature in Pacific salmon [2007]","Expression profiling by array","Oncorhynchus gorbuscha;Oncorhynchus nerka;Salmo salar",21,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42555/suppl",24567748,,"Ken Jeffries","Nov 01, 2013"
GSE42556,"Transcriptomic responses to high water temperature in Pacific salmon [2008]","Expression profiling by array","Oncorhynchus gorbuscha;Oncorhynchus nerka;Salmo salar",33,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42556/suppl",24567748,,"Ken Jeffries","Nov 01, 2013"
GSE42557,"Transcriptomic responses to high water temperature in Pacific salmon [2009]","Expression profiling by array","Oncorhynchus gorbuscha;Oncorhynchus nerka;Salmo salar",44,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42557/suppl",24567748,,"Ken Jeffries","Nov 01, 2013"
GSE42558,"Transcriptomic responses to high water temperature in Pacific salmon","Expression profiling by array","Oncorhynchus gorbuscha;Oncorhynchus nerka;Salmo salar",98,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42558/suppl",24567748,,"Ken Jeffries","Nov 01, 2013"
GSE42598,"Gene expression in Bach2-deficient and wildtype CD4 single-positive thymocytes from mixed chimeric animals","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42598/suppl",23728300,,"Francesco Maria Marincola","Nov 01, 2013"
GSE43459,"Gene expression profiling of lung cancer cells transfected with scrambled siRNA and siRNA targeting the ETS2 gene","Expression profiling by array","Homo sapiens",6,GDS5040,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43459/suppl",23659968,,"Humam Kadara","Nov 01, 2013"
GSE43677,"Massive Transcriptional Perturbation in Subgroups of Diffuse Large B-cell Lymphomas","Expression profiling by array","Homo sapiens",72,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43677/suppl",24223701,,"Maciej Rosolowski","Nov 01, 2013"
GSE44447,"BAI3, CDX2 and VIL1: a panel of three antibodies to distinguish small cell from large cell neuroendocrine lung carcinomas","Expression profiling by array","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44447/suppl",24266897,,"Muhammad Furqan Bari","Nov 01, 2013"
GSE44689,"Transcriptional targets of Shewanella oneidensis HnoC (SO_2540)","Expression profiling by array","Shewanella oneidensis MR-1",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44689/suppl",24218564,,"Lars Plate","Nov 01, 2013"
GSE45544,"Ewing sarcoma compared to a normal body map","Expression profiling by array","Homo sapiens",44,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45544/suppl",,,"Olivia Prazeres da Costa","Nov 01, 2013"
GSE46076,"Cell-specific gene expression in Anabaena variabilis grown phototrophically, mixotrophically, and heterotrophically","Expression profiling by array","Anabaena variabilis ATCC 29413",27,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46076/suppl",24191963,,"Claire Vieille","Nov 01, 2013"
GSE46520,"Toxicogenomic analysis of ionic silver and silver nanoparticles on the fathead minnow and implications to human health","Expression profiling by array","Pimephales promelas",31,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46520/suppl",,,"Natalia Vinas","Nov 01, 2013"
GSE46531,"Expression data from glioblastoma stem cell clones (GSC)","Expression profiling by array","Homo sapiens",12,,"CEL;DCP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46531/suppl",24260384,,"Cho-Lea Tso","Nov 01, 2013"
GSE47008,"Solanum torvum transcriptional responses to nematodes","Expression profiling by array","Solanum melongena;Solanum torvum",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47008/suppl",,,"Paolo Bagnaresi","Nov 01, 2013"
GSE47146,"Transcriptome Analysis of Cbx7 Knockdown Effects in Ovarian Clear Cell Adenocarcinoma Cell Lines","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47146/suppl",,,"Yoriko Yamashita","Nov 01, 2013"
GSE47389,"Towards understanding breast cancer mechanisms to metastasize","Expression profiling by array","Homo sapiens",47,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47389/suppl",23993096,,"Marcel Smid","Nov 01, 2013"
GSE47776,"Pregnancy-associated genes contribute to antiluteolytic mechanisms in ovine coprus luteum","Expression profiling by array","Bos taurus;Ovis aries",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47776/suppl",,,"Thomas Hansen","Nov 01, 2013"
GSE49099,"Melampsora larici-populina gene expression in telia, uredinia, urediniospores and in planta","Expression profiling by array","Melampsora larici-populina",12,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49099/suppl",24312107,,"Annegret Kohler","Nov 01, 2013"
GSE49238,"Evaluating the endocrine disrupting impacts of paper mill exposure on the Eastern Mosquitofish (Gambusia holbrooki) by gene expression analysis","Expression profiling by array","Gambusia holbrooki",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49238/suppl",25198161,,"Erica Karin Brockmeier","Nov 01, 2013"
GSE49559,"Gene expression data from PC3 prostate cells overexpressing control miR or miR-95","Expression profiling by array","Homo sapiens",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49559/suppl",24145350,,"Stanley K Liu","Nov 01, 2013"
GSE49938,"Re-specification of myeloid precursors from human pluripotent cells into engraftable multi-lineage progenitors","Expression profiling by array","Homo sapiens",28,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49938/suppl",24094326,,"Sergei Doulatov","Nov 01, 2013"
GSE50149,"Quorum sensing in CD4+ T cells homeostasis : IL-2 coordinates the interplay between IL-2p and regulatory T cells.","Expression profiling by array","Mus musculus",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50149/suppl",24249704,,"Antonio Angelo Freitas","Nov 01, 2013"
GSE50380,"Transcriptional and functional profiling of human intestinal dendritic cells","Expression profiling by array","Homo sapiens",11,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50380/suppl",24292363,,"Katharina Lahl","Nov 01, 2013"
GSE50578,"Global microarray analysis of changes of gene expression in the epidermis of K14-caSmad1 mice","Expression profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50578/suppl",,,"Natalia V. Botchkareva","Nov 01, 2013"
GSE50743,"Human Bone Marrow Stromal Cells cultured on polymer scaffolds with varied properties","Expression profiling by array","Homo sapiens",72,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50743/suppl",21890197,,"Carl Simon","Nov 01, 2013"
GSE50744,"Human Bone Marrow Stromal Cells cultured on 3D nanofiber scaffolds or 2D films","Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50744/suppl",24840613,,"Carl Simon","Nov 01, 2013"
GSE50847,"Global microarray analysis of changes of gene expression in the epidermis of Brg1(i)ep-/- mice at E16.5","Expression profiling by array","Mus musculus",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50847/suppl",24346698,,"Michael Y Fessing","Nov 01, 2013"
GSE50881,"Candida albicans response to spaceflight (NASA STS-115)","Expression profiling by array","Candida albicans",8,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50881/suppl",,,"Sheila Nielsen","Nov 01, 2013"
GSE50938,"Global reprogramming of the cellular translational landscape facilitates cytomegalovirus replication","Expression profiling by array","Homo sapiens",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50938/suppl",24373965,,"Jiri Zavadil","Nov 01, 2013"
GSE51351,"Marinobufagenin regulates gene expression in human brain microvascular endothelial cells in vitro.","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51351/suppl",24717675,,"Nancy Ing","Nov 01, 2013"
GSE51540,"Effects of TNF-alpha blocking in sorted Th17 cells from co-cultures of human CD4-positive and CD14-positive cells","Expression profiling by array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51540/suppl",24492460,,"Klaus Stensgaard Frederiksen","Nov 01, 2013"
GSE51615,"Expression data from rhesus macaque colon, jejunum, and lung","Expression profiling by array","Macaca mulatta",32,GDS4993,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51615/suppl",24610016,,"Michael George","Nov 01, 2013"
GSE51940,"A Subset of Genes Can Distinguish between Bortezomib Responsive Versus Bortezomib Resistant Myeloma ","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51940/suppl",,,"Yossi Cohen","Nov 01, 2013"
GSE51942,"Sex chromosome parent-of-origin effects on gene expression in Drosophila melanogaster","Expression profiling by array","Drosophila melanogaster",21,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51942/suppl",24318925,,"Colin D Meiklejohn","Nov 01, 2013"
GSE51944,"Robust Differentiation of Islet Progenitors into Functional Insulin-secreting Cells by Suppression of Key Transcription Regulators","Expression profiling by array","Mus musculus",13,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51944/suppl",,,"Munish Mehta","Nov 01, 2013"
GSE51961,"Integrated approach to explore the mechanisms of aromatase inhibition and recovery on fathead minnow ovaries","Expression profiling by array","Pimephales promelas",182,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51961/suppl",,,"Tanwir Habib","Nov 01, 2013"
GSE51974,"Analysis for expression of genes in human leukemic cell line Jurkat treated with Me6TREN or Phosphate Buffered Saline (PBS) control","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51974/suppl",24196072,,"Jing Zhang","Nov 01, 2013"
GSE51978,"Gene expression profiling in neuroblastoma cells upon CHAF1A silencing","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51978/suppl",24335960,,"Eveline Barbieri","Nov 01, 2013"
GSE31108,"Effects of Blnk reconstitution in BCR-ABL1 driven pre-B cells","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31108/suppl",,,"Markus Müschen","Oct 31, 2013"
GSE33376,"Rapid Transcriptome Changes Induced by Excess Chromium in Rice Roots","Expression profiling by array","Oryza sativa",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33376/suppl",,,"Tsai-Lien Huang","Oct 31, 2013"
GSE34239,"Murine Ba/F3 Cells: Ba/F3 cells expressing wild type JAK2 (WT cells) vs. Ba/F3 cells expressing JAK2 V617F mutant (VF cells)","Expression profiling by array","Mus musculus",1,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34239/suppl",23300995,,"Satoshi Kondo","Oct 31, 2013"
GSE34297,"Expression data from skin of mice treated subcutaneously with TGF-beta, IL-13 or TSLP for 7 days","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34297/suppl",23335246,,"Romy B Christmann","Oct 31, 2013"
GSE42825,"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (validation)","Expression profiling by array","Homo sapiens",42,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42825/suppl",23940611,,"Chloe Bloom","Oct 31, 2013"
GSE42826,"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (test)","Expression profiling by array","Homo sapiens",102,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42826/suppl",23940611,,"Chloe Bloom","Oct 31, 2013"
