Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL6945,"Agilent Technologies Human Genome CNV microarray set G4423B (AMADID 018898)","in situ oligonucleotide","Homo sapiens",243504,66,3,"Peter Tsang","Jul 31, 2008"
GPL7058,"Whitehead-Young-Mouse-Solexa (ChIP-seq)","other","Mus musculus",0,0,0,"Whitehead Institute","Jul 30, 2008"
GPL7059,"Whitehead-Young-Mouse-Solexa (small RNA sequences)","other","Mus musculus",6901774,0,0,"Whitehead Institute","Jul 30, 2008"
GPL7096,"UMCG_6.5KBAC_ARRAY","spotted DNA/cDNA","Homo sapiens",6241,34,1,"Mirjam Boelens","Jul 30, 2008"
GPL7108,"Sentrix Mouse-6 Expression BeadChip (3) ","oligonucleotide beads","Mus musculus",9587,16,1,"GEO admin","Jul 30, 2008"
GPL7109,"SAGE:22:NlaIII:Arabidopsis thaliana","SAGE NlaIII","Arabidopsis thaliana",0,2,1,"GEO","Jul 30, 2008"
GPL5681,"RIKEN-LNCD-GSL_Mouse_16k_1.0","spotted DNA/cDNA","Mus musculus",17972,10,1,"Charles Plessy","Jul 29, 2008"
GPL7065,"Print_501","spotted DNA/cDNA","Caenorhabditis elegans",21504,5,3,"Stuart Kim","Jul 29, 2008"
GPL7066,"Print_529","spotted DNA/cDNA","Caenorhabditis elegans",21504,16,3,"Stuart Kim","Jul 29, 2008"
GPL7067,"Print_530","spotted DNA/cDNA","Caenorhabditis elegans",21888,10,3,"Stuart Kim","Jul 29, 2008"
GPL7068,"Print_500","spotted DNA/cDNA","Caenorhabditis elegans",21504,17,3,"Stanford Microarray Database (SMD)","Jul 29, 2008"
GPL7091,"Agilent Human oligo 22k A","spotted oligonucleotide","Homo sapiens",16391,16,1,"christophe desterke","Jul 29, 2008"
GPL7104,"Yeast Oligo Microarray (Agilent G4140A/G4140B)","in situ oligonucleotide","Saccharomyces cerevisiae",6232,85,1,"Andrew P Capaldi","Jul 29, 2008"
GPL5875,"Nimblegen single array covering Mouse Chr11:36912182-99375819","in situ oligonucleotide","Mus musculus",391015,4,1,"Bing Ren","Jul 26, 2008"
GPL7084,"Flibotte C. elegans 380k oligotest","in situ oligonucleotide","Caenorhabditis elegans",380102,2,1,"Stephane Flibotte","Jul 26, 2008"
GPL7085,"Flibotte human 380k oligotest","in situ oligonucleotide","Homo sapiens",380170,1,1,"Stephane Flibotte","Jul 26, 2008"
GPL7012,"UMDNJ Human SNP Array","spotted oligonucleotide","Homo sapiens",320,249,1,"Minjie Luo","Jul 25, 2008"
GPL7092,"Galbraith Laboratory Operon Long Oligonucleotide Microarray version 3.0 (ATq306.01.Z)","spotted oligonucleotide","Arabidopsis thaliana",32448,30,3,"David William Galbraith","Jul 25, 2008"
GPL7093,"Sulfolobus 3.4K long oligo array version 2.0","spotted oligonucleotide","Sulfolobus solfataricus P2",3478,42,2,"Kate McInnerney","Jul 25, 2008"
GPL7095,"Broad-Mouse-Illumina-Genome-Analyzer-ChIPSeq (2007)","other","Mus musculus",0,0,0,"Tarjei S Mikkelsen","Jul 25, 2008"
GPL7097,"Agilent-020938 S. salar (Salmon) Oligo Microarray (Feature Number version)","in situ oligonucleotide","Salmo salar",45220,16,1,"Agilent Technologies","Jul 25, 2008"
GPL7098,"NimbleGen C_elegans_WS170_Tiling_Iso_HX1 tiling design","in situ oligonucleotide","Caenorhabditis elegans",2143307,35,5,"Jorja Henikoff","Jul 25, 2008"
GPL6992,"Aspen 14k Array 2.1_2007 from MTU","spotted DNA/cDNA","Populus tremuloides",14064,8,1,"Christopher Dervinis","Jul 24, 2008"
GPL7016,"Synechocystis sp. PCC 6803 oligo array","spotted oligonucleotide","Synechocystis sp. PCC 6803",3064,27,1,"Zhigang Zhang","Jul 24, 2008"
GPL7088,"CCDTM Hs_CCDTM36k - version 1","spotted oligonucleotide","Homo sapiens",35788,335,8,"Francesco Maria Marincola","Jul 24, 2008"
GPL7089,"CCDTM miRNA850-version 4","spotted oligonucleotide","Homo sapiens;Human herpesvirus 8;Macacine herpesvirus 4;Mus musculus;Rattus norvegicus;Simian virus 40",1712,21,2,"Francesco Maria Marincola","Jul 24, 2008"
GPL6891,"S. cerevisiae Tiling1.0R Array SNPScanner compatible","in situ oligonucleotide","Saccharomyces cerevisiae",12070743,5,1,"Tamar Tom Rolef Ben-Shahar","Jul 23, 2008"
GPL7045,"MWG Rat 10K oligo array","spotted oligonucleotide","Rattus norvegicus",19968,18,1,"Radhakrishnan Nagarajan","Jul 23, 2008"
GPL5022,"Customized multiple signature arrays for breast cancer","in situ oligonucleotide","Homo sapiens",1005,99,1,"Kun Yu","Jul 22, 2008"
GPL5771,"Cardiff NIA 15K set, print format 2","spotted DNA/cDNA","Mus musculus",16128,40,1,"Fiona Catherine Mansergh","Jul 22, 2008"
GPL7079,"SAGE:15:NlaIII:Triticum aestivum","SAGE NlaIII","Triticum aestivum",0,6,1,"GEO","Jul 22, 2008"
GPL7083,"Agilent-020908 Oryctolagus cuniculus (Rabbit) Oligo Microarray (Feature Number version)","in situ oligonucleotide","Oryctolagus cuniculus",45220,78,6,"Agilent Technologies","Jul 22, 2008"
GPL4412,"C. acetobutylicum ATCC824 22K Transcriptional array v2","in situ oligonucleotide","Clostridium acetobutylicum ATCC 824",22575,68,2,"Eleftherios Terry Papoutsakis","Jul 21, 2008"
GPL6955,"Agilent-016436 Human miRNA Microarray 1.0 (Feature Number version)","in situ oligonucleotide","Homo sapiens",12033,522,24,"Robert Ach","Jul 21, 2008"
GPL6968,"Agilent Human miRNA Microarray, pre-commercial version 6.0","in situ oligonucleotide","Homo sapiens",10993,42,2,"Robert Ach","Jul 21, 2008"
GPL7043,"High-throughput pyrosequencing of small RNAs in Tomato fruits and leaves","other","Solanum lycopersicum",312719,2,1,"Frank Schwach","Jul 21, 2008"
GPL7047,"Nimblegen custom chromosome X tiling array","spotted oligonucleotide","Homo sapiens",350168,6,1,"Annette Molinaro","Jul 21, 2008"
GPL7077,"Print_1356","spotted DNA/cDNA","Saccharomyces cerevisiae",10807,26,2,"Stanford Microarray Database (SMD)","Jul 21, 2008"
GPL7070,"Scerevisiae_tlg Array","in situ oligonucleotide","Saccharomyces cerevisiae",0,190,8,"Randall Heywood Morse","Jul 19, 2008"
GPL6735,"Print_1126","spotted DNA/cDNA","Homo sapiens",41472,17,1,"Kevin Kwei","Jul 18, 2008"
GPL6736,"Print_1257","spotted DNA/cDNA","Homo sapiens",41472,17,1,"Kevin Kwei","Jul 18, 2008"
GPL7054,"yeast48canada (condensed version)","spotted DNA/cDNA","Saccharomyces cerevisiae",6220,52,18,"Javier Arroyo","Jul 18, 2008"
GPL7057,"Nimblegen WiCell HG18 WG CGH array","in situ oligonucleotide","Homo sapiens",390934,1,2,"Melodee Patterson","Jul 18, 2008"
GPL7060,"NimbleGen MM8 Mouse Promoter plus CpG Island 374K Tiling Array","spotted oligonucleotide","Mus musculus",373683,119,9,"GUOHUA WANG","Jul 18, 2008"
GPL6762,"Print_1046","spotted DNA/cDNA","Homo sapiens;Monkeypox virus;Vaccinia virus;Variola virus",42624,124,1,"Kate Rubins","Jul 17, 2008"
GPL6763,"Print_1110","spotted DNA/cDNA","Homo sapiens;Monkeypox virus;Vaccinia virus;Variola virus",41088,68,1,"Kate Rubins","Jul 17, 2008"
GPL6764,"Print_1256","spotted DNA/cDNA","Homo sapiens;Monkeypox virus;Vaccinia virus;Variola virus",42624,73,1,"Kate Rubins","Jul 17, 2008"
GPL7055,"ORNL Shewanella oneidensis 5.7k array","spotted DNA/cDNA","Shewanella oneidensis MR-1",5760,6,1,"Karuna Chourey","Jul 17, 2008"
GPL7056,"AURATUS: The goldfish environmental genomics project 17K array v1.1","spotted DNA/cDNA","Carassius auratus;Cyprinus carpio",17328,29,8,"Jason T. Popesku","Jul 17, 2008"
GPL5793,"Yeast ncRNA and expression array","in situ oligonucleotide","Saccharomyces cerevisiae",39300,0,0,"Jay R. Hesselberth","Jul 16, 2008"
GPL6283,"Illumina Sentrix mouse-6.v1 bead array","oligonucleotide beads","Mus musculus",46133,14,2,"GEO admin","Jul 16, 2008"
GPL6862,"Viro4","spotted oligonucleotide","Viruses",15776,6,1,"Joe DeRisi","Jul 16, 2008"
GPL7052,"Human 1.7K Array (H1.7K)","spotted DNA/cDNA","Homo sapiens",1457,12,1,"Baoqing Guo","Jul 16, 2008"
GPL5721,"Brems/Hoheisel/Clayton T. brucei genomic array (DKFZ/ZMBH, Heidelberg)","spotted DNA/cDNA","Trypanosoma brucei",24576,4,1,"Antonio M Estevez","Jul 15, 2008"
GPL5981,"Whole Human Genome Oligo Microarray G4112A","in situ oligonucleotide","Homo sapiens",28495,75,1,"Michael Whitfield","Jul 15, 2008"
GPL6576,"DKFZ/Operon mouse 35K Oligo Set v4.0","spotted oligonucleotide","Mus musculus",26508,34,1,"Hendrik Reuter","Jul 15, 2008"
GPL6826,"Rosetta/Merck DT_Phase2_1_of_17 microarray","in situ oligonucleotide","Homo sapiens",23097,49,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6827,"Rosetta/Merck DT_Phase2_2_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,49,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6828,"Rosetta/Merck DT_Phase2_3_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,49,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6829,"Rosetta/Merck DT_Phase2_4_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,49,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6830,"Rosetta/Merck DT_Phase2_5_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6831,"Rosetta/Merck DT_Phase2_6_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6832,"Rosetta/Merck DT_Phase2_7_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6833,"Rosetta/Merck DT_Phase2_8_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6834,"Rosetta/Merck DT_Phase2_9_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6835,"Rosetta/Merck DT_Phase2_10_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6836,"Rosetta/Merck DT_Phase2_11_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6837,"Rosetta/Merck DT_Phase2_12_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,47,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6838,"Rosetta/Merck DT_Phase2_13_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6839,"Rosetta/Merck DT_Phase2_14_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,48,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6840,"Rosetta/Merck DT_Phase2_15_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,47,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6841,"Rosetta/Merck DT_Phase2_16_of_17 microarray","in situ oligonucleotide","Homo sapiens",23107,46,2,"Amit V Kulkarni","Jul 15, 2008"
GPL6842,"Rosetta/Merck DT_Phase2_17_of_17 microarray","in situ oligonucleotide","Homo sapiens",13312,45,2,"Amit V Kulkarni","Jul 15, 2008"
GPL7046,"Eppendorf Custom Human ABC DualChip","spotted DNA/cDNA","Homo sapiens",36,6,1,"jean-pierre gillet","Jul 12, 2008"
GPL6770,"NimbleGen Mouse Promoter 393K Array, 1 of 2","in situ oligonucleotide","Mus musculus",392778,1,2,"Jason T Huff","Jul 11, 2008"
GPL6771,"NimbleGen Mouse Promoter 393K Array, 2 of 2","in situ oligonucleotide","Mus musculus",392778,1,2,"Jason T Huff","Jul 11, 2008"
GPL6922,"SuperArray Mouse stem cell oligonucleotide array","spotted oligonucleotide","Mus musculus",286,11,1,"Vanessa Hall","Jul 11, 2008"
GPL7041,"Whitehead Institute Solexa sequencing","other","Mus musculus",107743,0,0,"Whitehead Institute","Jul 11, 2008"
GPL7024,"ICAT Humulus lupulus 3.5K array version 1","spotted DNA/cDNA","Humulus lupulus",3456,12,1,"Ana Margarida Fortes","Jul 10, 2008"
GPL7025,"UHN Human 19K cDNA Array SS-H19Kv8 with Unigene Human Build 211","spotted DNA/cDNA","Homo sapiens",18981,77,3,"Dong-Yu Wang","Jul 10, 2008"
GPL7042,"Agilent-012694 Whole Mouse Genome G4122A (Probe Name version)","in situ oligonucleotide","Mus musculus",41247,203,17,"Agilent Technologies","Jul 10, 2008"
GPL7019,"Rabbit_embryo_2304","spotted DNA/cDNA","Oryctolagus cuniculus",2304,18,1,"Duranthon Veronique","Jul 09, 2008"
GPL7037,"SAGE:10:NlaIII:Dictyostelium discoideum","SAGE NlaIII","Dictyostelium discoideum",0,1,1,"GEO","Jul 09, 2008"
GPL7006,"[BacEubMsa520350F] Affymetrix Human gut microbiota community GeneChip","in situ oligonucleotide","Bacteroides thetaiotaomicron;Bacteroides vulgatus;Eubacterium rectale;Methanobrevibacter smithii;Parabacteroides distasonis;[Eubacterium] eligens",30852,91,12,"Eric Charles Martens","Jul 08, 2008"
GPL7020,"NuGO array (human) NuGO_Hs1a520180","in situ oligonucleotide","Homo sapiens",23941,238,10,"Guido Hooiveld","Jul 08, 2008"
GPL6742,"Broad-Mouse-Illumina-Genome-Analyzer-ChIPSeq (Meissner)","other","Mus musculus",0,0,0,"Tarjei S Mikkelsen","Jul 06, 2008"
GPL7017,"ENS SGDB Mus musculus 22k Compugen","spotted oligonucleotide","Mus musculus",22272,14,2,"Stéphane LE CROM","Jul 04, 2008"
GPL7018,"Eide Yeast zinc","spotted DNA/cDNA","Saccharomyces cerevisiae",12416,4,1,"CHANG-YI WU","Jul 04, 2008"
GPL6600,"Zebrafish 12kb promoter 244K array_slide 1 of 2","in situ oligonucleotide","Danio rerio",175746,19,2,"Fiona Wardle","Jul 03, 2008"
GPL6601,"Zebrafish 12kb promoter 244K array_slide 2 of 2","in situ oligonucleotide","Danio rerio",176843,19,2,"Fiona Wardle","Jul 03, 2008"
GPL7003,"MPIMG-Human-Solexa sequencing HEK PolIIa ChIP","other","Homo sapiens",12814371,0,0,"Marc Sultan","Jul 03, 2008"
GPL7004,"MPIMG-Human-Solexa sequencing-HEK and B cell RNA","other","Homo sapiens",12004594,0,0,"Marc Sultan","Jul 03, 2008"
GPL6954,"OSU RIGUA (Ruminant Immuno-inflammatory Gene Universal Array)","spotted DNA/cDNA","Ovis aries",4096,15,2,"Ruth Cecilia Galindo","Jul 02, 2008"
GPL6011,"CNIO Human Oncochip 1.0 , 1.2 and 2.0","spotted DNA/cDNA","Homo sapiens",6132,200,1,"Mohit Aggarwal","Jul 01, 2008"
GPL6328,"Print_1128","spotted DNA/cDNA","Mus musculus",40704,2,1,"Li-Fen Lee","Jul 01, 2008"
GPL6329,"Print_1149","spotted DNA/cDNA","Mus musculus",40704,1,1,"Li-Fen Lee","Jul 01, 2008"
GPL6330,"Print_850","spotted DNA/cDNA","Mus musculus",42624,40,2,"Li-Fen Lee","Jul 01, 2008"
GPL6704,"National University of Singapore NimbleGen 385K Promoter Array version 1","in situ oligonucleotide","Homo sapiens",359384,1,2,"Wah Heng Lee","Jul 01, 2008"
GPL6973,"Salmonella typhimurium 4.5K","in situ oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium",4526,4,1,"Dipshikha Chakravortty","Jul 01, 2008"
GPL6352,"Stanford mouse MEEBO oligo arrays, reannotated using MatchMiner","spotted oligonucleotide","Mus musculus",38976,24,2,"Andrew Gentles","Jun 30, 2008"
GPL6076,"Agilent- Whole Human Genome Oligo Microarray G4112A condensed","in situ oligonucleotide","Homo sapiens",41059,39,1,"Liliana Beatriz Endo-Munoz","Jun 30, 2008"
GPL6126,"ENS SGDB Mus musculus NIA 15k","spotted DNA/cDNA","Mus musculus",15247,8,2,"Stéphane LE CROM","Jun 30, 2008"
GPL6145,"ENS SGDB Mus musculus NeuroDev v2.2","spotted DNA/cDNA","Mus musculus",3718,12,3,"Stéphane LE CROM","Jun 30, 2008"
GPL6797,"Nevada Cancer Institute MM8 RefSeq Promoter tiling array 386K","in situ oligonucleotide","Mus musculus",380409,2,1,"Yupo Ma","Jun 30, 2008"
GPL6904,"Schizosaccharomyces pombe transcriptome slide 1","in situ oligonucleotide","Schizosaccharomyces pombe",243504,11,2,"Timothy J Parnell","Jun 30, 2008"
GPL6905,"Schizosaccharomyces pombe transcriptome slide 2","in situ oligonucleotide","Schizosaccharomyces pombe",243504,11,2,"Timothy J Parnell","Jun 30, 2008"
GPL6909,"MWG Biotech mouse 30K array","spotted oligonucleotide","Mus musculus",30000,30,3,"James Denvir","Jun 30, 2008"
GPL6913,"Schizosaccharomyces pombe 44K tiling array","in situ oligonucleotide","Schizosaccharomyces pombe",41549,1,1,"Timothy J Parnell","Jun 30, 2008"
GPL6996,"Nimblegen MM8 Mouse Promoter Array","spotted oligonucleotide","Mus musculus",376413,7,2,"Will Renthal","Jun 28, 2008"
GPL5073,"Applied Biosystems Customized TaqMan Low Density Array (Mouse) _ In vivo T cell gene expression","RT-PCR","Mus musculus",384,9,1,"Karine Serre","Jun 27, 2008"
